,Gene ID
4924,ZBTB18
4925,HMGN4
4926,TADA3
4927,TRIM38
4928,ATP5PD
4929,UBE2E3
4930,SLC25A17
4931,SLC9A6
4932,EIF3M
4933,NXF1
4934,SEC23B
4935,SEC23A
4936,C1orf61
4937,CAP1
4938,CREB3
4939,LRRC41
4940,VTI1B
4941,CRTAP
4942,SYNCRIP
4943,VAT1
4944,STK25
4945,ENOX2
4946,UNC13B
4947,CARM1
4948,NCOA2
4949,SEMA4F
4950,SEMA4D
4951,SEMA4B
4952,APPBP2
4953,MYBBP1A
4954,CIB2
4955,CIB1
4956,ZNF211
4957,DDX17
4958,DEAF1
4959,CHERP
4960,KAT5
4961,HYOU1
4962,IPO8
4963,IPO7
4964,NOP56
4965,PITRM1
4966,ATG7
4967,ZNRD2
4968,RNASEH2A
4969,UBD
4970,BATF
4971,GLRX3
4972,DCTN2
4973,ANP32B
4974,LAMTOR5
4975,TM9SF1
4976,PRDX4
4977,ARL6IP5
4978,ARPC1A
4979,HTATIP2
4980,AGPAT1
4981,AGPAT2
4982,RPP30
4983,RPP38
4984,SPTLC1
4985,SLC35A1
4986,SLC19A2
4987,IFI44
4988,ARFGEF2
4989,ARFGEF1
4990,AKAP3
4991,RABAC1
4992,SLU7
4993,DPYSL4
4994,SIVA1
4995,MRPL28
4996,CCT7
4997,CCT4
4998,CCT2
4999,NPC2
5000,SORBS1
5001,IFITM2
5002,POMT1
5003,TXNRD2
5004,MTHFS
5005,DRAP1
5006,DNPH1
5007,SMC2
5008,PRPF8
5009,TRAPPC2B
5010,AHSA1
5011,USP16
5012,CDC42EP3
5013,SH2B2
5014,PAIP1
5015,PAICS
5016,TBL3
5017,MXD4
5018,PDLIM5
5019,TRIM3
5020,ERLIN1
5021,HEXIM1
5022,SPAG5
5023,RBCK1
5024,STAMBP
5025,TGOLN2
5026,ARID3B
5027,POLR3F
5028,POLR3G
5029,POLR3C
5030,IVNS1ABP
5031,TRIM16
5032,MYL12A
5033,TXNIP
5034,TAF6L
5035,ATP5MG
5036,RAD51AP1
5037,RGS14
5038,EXOC5
5039,NPRL2
5040,IGF2BP1
5041,IGF2BP3
5042,CAMKK2
5043,PRELID3A
5044,MTX2
5045,YKT6
5046,SPINT2
5047,PMVK
5048,KHDRBS3
5049,KHDRBS1
5050,CELF1
5051,CELF2
5052,CTCF
5053,CD226
5054,FARS2
5055,CGRRF1
5056,RRAGA
5057,DCTN6
5058,GNA13
5059,TNFSF13B
5060,AVIL
5061,B3GNT2
5062,GNB5
5063,EBP
5064,DLL3
5065,CLDN16
5066,GMEB1
5067,CCT6B
5068,CCT8
5069,CNPY3
5070,FAM189B
5071,USP39
5072,POLD3
5073,AP4B1
5074,POLQ
5075,SLC12A7
5076,OGA
5077,NFAT5
5078,NUDC
5079,PTGES3
5080,YME1L1
5081,TCFL5
5082,PLK4
5083,STAG3
5084,STAG2
5085,RBBP9
5086,RAI1
5087,PHTF1
5088,MAP3K2
5089,KLRA1P
5090,KIF1C
5091,GRAP
5092,CHL1
5093,GIPC1
5094,TRAF3IP2
5095,NUP50
5096,KDM5B
5097,TOB2
5098,HBS1L
5099,AHCYL1
5100,PLK2
5101,ZMYND11
5102,SRSF10
5103,ZBTB6
5104,POP4
5105,ARPP19
5106,ZNF271P
5107,ZNF234
5108,ZNF266
5109,ZNF274
5110,NEK6
5111,WDR4
5112,NCKAP1
5113,IQGAP2
5114,VAMP5
5115,ZNF273
5116,ZNF460
5117,ZNF268
5118,MTHFD2
5119,RPP40
5120,CYSLTR1
5121,SEPTIN9
5122,SEC24A
5123,SDCCAG8
5124,ENTR1
5125,HSPH1
5126,STARD10
5127,UTP14A
5128,FRS3
5129,FRS2
5130,NEU3
5131,FAM114A2
5132,NPM1P7
5133,ZNF275
5134,TUBGCP2
5135,CLPX
5136,SRCAP
5137,PPP1R13L
5138,CD3EAP
5139,HPSE
5140,RUVBL2
5141,PGRMC1
5142,LILRB1
5143,ARID5A
5144,HCP5
5145,USP20
5146,USP19
5147,HCST
5148,FGL2
5149,MRPS30
5150,WDR3
5151,RAB10
5152,MALT1
5153,YIF1A
5154,CPSF4
5155,JTB
5156,DHRS4
5157,BRD8
5158,BLCAP
5159,MAN1A2
5160,TRAFD1
5161,TXNL4A
5162,PNPLA6
5163,SUGT1
5164,PAPOLA
5165,TCERG1
5166,MAGED2
5167,EHMT2
5168,COPS8
5169,RNPS1
5170,FASTK
5171,SUB1
5172,DBF4
5173,SPIN1
5174,RALBP1
5175,SRSF8
5176,MORF4L1
5177,PRDX3
5178,GPR75
5179,EHD1
5180,AFG3L2
5181,POP1
5182,PRSS21
5183,MSL3
5184,C11orf58
5185,KDELR1
5186,SF3A3
5187,AP3M2
5188,STARD3
5189,HNRNPA0
5190,BTG3
5191,CBX1
5192,SEC61B
5193,TOMM34
5194,PDIA5
5195,SERINC3
5196,OS9
5197,PNRC1
5198,TMED2
5199,LMAN2
5200,ERP29
5201,MLLT11
5202,STIP1
5203,IFI44L
5204,ACOT2
5205,RAB40B
5206,EBNA1BP2
5207,CKAP4
5208,YWHAQ
5209,TMED10
5210,ASCC3
5211,ADIRF
5212,UQCR11
5213,CLP1
5214,FERMT2
5215,COPS6
5216,MAPRE2
5217,CCNI
5218,KCNQ1OT1
5219,GCN1
5220,COPS5
5221,METAP2
5222,IMMT
5223,SF3B2
5224,ILVBL
5225,SLC27A5
5226,SLC27A4
5227,SLC27A3
5228,SLC27A2
5229,KIF2C
5230,LILRB4
5231,CCDC85B
5232,GLIPR1
5233,TLK2
5234,KDELR2
5235,KDELR3
5236,ATF7
5237,SNRNP27
5238,TMED1
5239,LIAS
5240,IFT27
5241,RAB35
5242,TDRKH
5243,LILRA2
5244,RBPMS
5245,RAB31
5246,ADAP1
5247,DSTN
5248,RIPK3
5249,GUSBP14
5250,PIM2
5251,B4GAT1
5252,GUSBP15
5253,TENT4A
5254,SLC35D2
5255,ADRM1
5256,NUDT21
5257,CPSF6
5258,OGFR
5259,DDX52
5260,ABHD2
5261,WWP1
5262,WWP2
5263,DUS4L
5264,CNTRL
5265,UBE2C
5266,SNRNP35
5267,DEPP1
5268,CYB561D2
5269,TMEM115
5270,DUSP14
5271,TOPBP1
5272,TRIOBP
5273,RER1
5274,DNAJB4
5275,DIDO1
5276,WDR5
5277,SPACA9
5278,ADAMTS13
5279,CACFD1
5280,NUP42
5281,HNRNPUL1
5282,ATE1
5283,RPP14
5284,KRR1
5285,KATNA1
5286,PRDM4
5287,HIBADH
5288,CIT
5289,FGFR1OP
5290,EMILIN1
5291,BTN3A2
5292,BTN3A1
5293,BTN2A1
5294,RCAN3
5295,FAF1
5296,KIF3A
5297,POLR3A
5298,CLASRP
5299,ZWINT
5300,CAPN10
5301,KPTN
5302,PWP1
5303,TBC1D8
5304,CDC37
5305,PKIG
5306,KAT7
5307,DMC1
5308,PLAAT3
5309,GLMN
5310,HHLA3
5311,CORO1A
5312,WDR45
5313,FICD
5314,AP4S1
5315,PTP4A3
5316,LSM6
5317,RABL2B
5318,RABL2A
5319,ERLIN2
5320,ERG28
5321,NUDT6
5322,NUDT4
5323,NUDT5
5324,NUDT3
5325,PSIP1
5326,WDHD1
5327,STRAP
5328,ADAMTS7
5329,ADAMTS6
5330,BAZ2A
5331,BAZ1A
5332,ZNF277
5333,WDR6
5334,SLC2A6
5335,MAP4K5
5336,MAP4K1
5337,RASSF1
5338,NISCH
5339,CEP250
5340,PTENP1
5341,WBP4
5342,ABCB8
5343,SEC23IP
5344,SUPT16H
5345,CHEK2
5346,POLI
5347,MST1P2
5348,PLPBP
5349,IRAK3
5350,AKAP13
5351,AKAP11
5352,AKAP10
5353,DDX20
5354,TREX2
5355,DUSP10
5356,MRPL3
5357,RPL35
5358,GALNT6
5359,RASSF8
5360,PRAF2
5361,SEC63
5362,POLG2
5363,HPS5
5364,PDCD10
5365,RNF139
5366,RNF24
5367,CA5B
5368,PADI2
5369,PMF1
5370,ZHX1
5371,NXPH3
5372,PACSIN2
5373,MAN1B1
5374,TP53TG1
5375,DCTN3
5376,FILIP1L
5377,XPOT
5378,CHP1
5379,SP140
5380,PXMP4
5381,DUSP12
5382,SNF8
5383,DDX19B
5384,NRM
5385,ATXN2L
5386,USP18
5387,KLHL2
5388,SYNRG
5389,TREX1
5390,KLF12
5391,KLF8
5392,MGAT4B
5393,PNKP
5394,B4GALT7
5395,SLCO2B1
5396,VPS45
5397,LYPLA2
5398,CD300A
5399,PARK7
5400,COPE
5401,ECD
5402,MGAT4A
5403,GPN1
5404,TMC6
5405,DDX42
5406,FKBP9
5407,STK38
5408,PHB2
5409,ACOT7
5410,PDAP1
5411,TUSC2
5412,CBX3
5413,EXOC3
5414,GABARAP
5415,U2AF2
5416,OIP5
5417,EXOSC8
5418,RNF13
5419,MGLL
5420,TWF2
5421,GABARAPL2
5422,SYNPO
5423,CASC3
5424,COG2
5425,TFEC
5426,RRAS2
5427,XRN2
5428,IKZF3
5429,IKZF2
5430,ATF5
5431,COPZ1
5432,COPG1
5433,RASA3
5434,PHLDA1
5435,MTF2
5436,HSPA4L
5437,DNAJC8
5438,PUF60
5439,SCAF8
5440,NLGN4Y
5441,CEP162
5442,ZNF652
5443,ZFP30
5444,RHOBTB3
5445,RNF44
5446,DLGAP4
5447,RAB11FIP2
5448,DOLK
5449,VASH1
5450,ZNF507
5451,AAK1
5452,CPEB3
5453,ADNP2
5454,ANKRD26
5455,LMTK2
5456,NTNG1
5457,CHSY1
5458,CILK1
5459,NLRP1
5460,FNDC3A
5461,ATG14
5462,R3HDM2
5463,CNKSR2
5464,FASTKD2
5465,ZNF510
5466,PPP6R1
5467,SEC31A
5468,DZIP1
5469,PLEKHA6
5470,ENPP4
5471,INPP5F
5472,MLXIP
5473,TRAPPC8
5474,MON1B
5475,MORC2
5476,ANKRD6
5477,ZHX2
5478,CLSTN1
5479,WDR37
5480,FOXJ3
5481,UBOX5
5482,KHDC4
5483,ZBTB1
5484,BAHD1
5485,DIS3
5486,CEP164
5487,DENND3
5488,CARD8
5489,ARSG
5490,RUFY3
5491,BTBD3
5492,SBNO2
5493,EPN2
5494,TRAK1
5495,DHX30
5496,SACM1L
5497,FAN1
5498,WDR47
5499,RALY
5500,KLRK1
5501,MMRN1
5502,NCBP2
5503,CD93
5504,MAPRE1
5505,KIFAP3
5506,MSRB2
5507,MAPRE3
5508,ATF6
5509,HABP4
5510,SEPHS2
5511,SEPHS1
5512,RAB3GAP1
5513,RAB18
5514,POMZP3
5515,SIRT2
5516,RPIA
5517,ELL2
5518,SCAP
5519,SNW1
5520,SHANK2
5521,KIN
5522,CCT5
5523,PTGR1
5524,SLC4A1AP
5525,TRIM32
5526,SCMH1
5527,RPL41P3
5528,RPL41P2
5529,RPL41P1
5530,TPX2
5531,PAXIP1
5532,NT5C2
5533,EFR3B
5534,TCF25
5535,NINL
5536,DIP2C
5537,PDCD11
5538,ACIN1
5539,MYH15
5540,PCNX1
5541,KDM2A
5542,HMGXB3
5543,CEP131
5544,CEP152
5545,TTC39A
5546,IGSF9B
5547,WDFY3
5548,DAAM1
5549,MAPKBP1
5550,KLHDC10
5551,RAB21
5552,STK38L
5553,SPEN
5554,FBXO21
5555,GOLGA8A
5556,EXOSC7
5557,CNOT1
5558,SNRNP200
5559,PALLD
5560,TMCC1
5561,UNC13A
5562,KDM1A
5563,RBM34
5564,KDM4B
5565,MAST3
5566,USP33
5567,DOP1A
5568,SAMD4A
5569,PHLPP2
5570,ZNF292
5571,PDZD2
5572,WDTC1
5573,XPO7
5574,MON2
5575,PDXDC1
5576,TNIK
5577,KIF21B
5578,PDS5B
5579,FNBP1
5580,SMG1
5581,ZHX3
5582,ENDOD1
5583,ZSWIM8
5584,NCOA6
5585,NMNAT2
5586,CLUAP1
5587,ZNF609
5588,TBC1D9B
5589,GGA2
5590,WAPL
5591,SETX
5592,EMC1
5593,CAND2
5594,SETD1B
5595,CMTR1
5596,ERP44
5597,UHRF1BP1L
5598,SWAP70
5599,RRP1B
5600,MYCBP2
5601,VWA8
5602,AVL9
5603,KDM4C
5604,PPRC1
5605,ERC1
5606,EXPH5
5607,TRIM35
5608,PEG10
5609,ZC3H13
5610,ARHGAP26
5611,TTLL5
5612,SIPA1L3
5613,KIF1B
5614,CDK19
5615,SARM1
5616,ZBTB43
5617,TBC1D2B
5618,MRPS27
5619,RAP1GAP2
5620,DDN
5621,SPART
5622,TNRC6B
5623,CUL9
5624,TOGARAM1
5625,NPIPB3
5626,TAB2
5627,HIC2
5628,CLASP2
5629,CAMTA2
5630,POGZ
5631,ATG2A
5632,GPATCH8
5633,RAD54L2
5634,PHF8
5635,KDM6B
5636,SMC5
5637,N4BP3
5638,MAST2
5639,ZZEF1
5640,ANKLE2
5641,DCUN1D4
5642,LRCH1
5643,ZC3H3
5644,FCHO1
5645,FRMD4B
5646,GRAMD4
5647,CIC
5648,NCDN
5649,CLCC1
5650,SEPTIN6
5651,TBC1D9
5652,WDR43
5653,SNX13
5654,MAPK8IP3
5655,GGA3
5656,MPRIP
5657,NUP205
5658,EFR3A
5659,RTF1
5660,SLC35D1
5661,TTLL12
5662,GPD1L
5663,ABRAXAS2
5664,METAP1
5665,ZCCHC14
5666,LPIN1
5667,SEPTIN8
5668,CEP68
5669,PASK
5670,RGL1
5671,RFTN1
5672,DIP2A
5673,MESD
5674,LARP4B
5675,RCOR1
5676,KANK1
5677,UBXN4
5678,CYFIP1
5679,ATG4B
5680,GANAB
5681,MDN1
5682,FAM120A
5683,FAF2
5684,PSME4
5685,GSE1
5686,ATP11B
5687,FAM168A
5688,PMPCA
5689,ARL6IP1
5690,ACSBG1
5691,PLEKHM2
5692,SYT11
5693,MLC1
5694,JMJD6
5695,ZC3H4
5696,RRS1
5697,XPO6
5698,PRRC2C
5699,TBC1D1
5700,NBEAL2
5701,FBXO28
5702,DTX4
5703,RHOBTB2
5704,RRP12
5705,SYNE2
5706,NUP210
5707,PLCL2
5708,ARHGEF9
5709,VPS13A
5710,SEL1L3
5711,TBC1D12
5712,EXOC6B
5713,DNAJC9
5714,SIK2
5715,PHLPP1
5716,TMEM131L
5717,PACS2
5718,ANKRD28
5719,PDS5A
5720,ASTN2
5721,BOP1
5722,KIAA0556
5723,RPRD2
5724,ATP11A
5725,MINAR1
5726,OTUD3
5727,ANKRD12
5728,KAZN
5729,SCFD1
5730,DENND5A
5731,DDHD2
5732,CAMTA1
5733,PPIP5K2
5734,MCF2L
5735,ZC3H7B
5736,EXOC7
5737,DNMBP
5738,MGA
5739,TSPYL4
5740,CAMSAP2
5741,TASOR
5742,CLEC16A
5743,POFUT2
5744,KLHL18
5745,CLUH
5746,NUP160
5747,CSTF2T
5748,KIAA1107
5749,WWC1
5750,AGTPBP1
5751,IQCE
5752,FBXW11
5753,SMG6
5754,ANKS1A
5755,MGRN1
5756,BICD2
5757,ATMIN
5758,EHBP1
5759,KIF13B
5760,UBR2
5761,NEMP1
5762,FKBP15
5763,ICOSLG
5764,SIN3B
5765,NCAPD3
5766,DMXL2
5767,KIAA0930
5768,SLC9A8
5769,CUX2
5770,DNAJC13
5771,TUT4
5772,TRIM2
5773,RPGRIP1L
5774,MAN2B2
5775,WASHC4
5776,USP22
5777,NEDD4L
5778,SASH1
5779,TBC1D30
5780,TTC28
5781,CLASP1
5782,DPY19L1
5783,SZT2
5784,WDR7
5785,SYNM
5786,JADE2
5787,VPS39
5788,DNAJC16
5789,ESYT1
5790,SYNE1
5791,SMCHD1
5792,DOCK9
5793,U2SURP
5794,KHNYN
5795,UBR4
5796,SUN1
5797,HAUS5
5798,VPS8
5799,ANGEL1
5800,USP24
5801,FAM189A1
5802,FNBP4
5803,ZNF629
5804,PSD3
5805,ARHGEF12
5806,LARP1
5807,PPP1R13B
5808,PUM2
5809,ARHGEF18
5810,CRTC1
5811,UFL1
5812,RRP8
5813,ICE1
5814,SRGAP2
5815,SMG5
5816,AHCYL2
5817,MAU2
5818,SPECC1L
5819,NCSTN
5820,NUDCD3
5821,SIK3
5822,MED13L
5823,ZDHHC17
5824,ECPAS
5825,ADNP
5826,LARS2
5827,PIP5K1C
5828,NCAPH
5829,PPWD1
5830,CTDNEP1
5831,ATP13A2
5832,FRAT2
5833,FBXO46
5834,EXOSC2
5835,DICER1
5836,COTL1
5837,SIRT5
5838,SIRT3
5839,SIRT1
5840,COMMD3
5841,KCNH4
5842,KCNH3
5843,MLYCD
5844,NOMO1
5845,ITGB3BP
5846,TMED3
5847,TDRD7
5848,RYBP
5849,AP4E1
5850,RHOQ
5851,TARDBP
5852,HARS2
5853,SLC35A3
5854,SLC44A1
5855,SF3B3
5856,SF3B1
5857,ANGPTL2
5858,ABCB10
5859,ABCB9
5860,ABCA6
5861,ABCA5
5862,HEY1
5863,ICMT
5864,GCAT
5865,CBX6
5866,NPTXR
5867,CBX5
5868,PHF3
5869,TRAM1
5870,CAPN7
5871,ETHE1
5872,QPRT
5873,BRD4
5874,SEC11A
5875,ISCU
5876,SEC61G
5877,PES1
5878,TGDS
5879,LEPROTL1
5880,CES3
5881,CBX7
5882,HEY2
5883,TNFRSF13B
5884,HAAO
5885,MACF1
5886,DAAM2
5887,ZFYVE26
5888,RIMBP2
5889,TMEM131
5890,BICRAL
5891,LRRC8B
5892,TTC9
5893,POFUT1
5894,KCTD2
5895,NUP188
5896,SUZ12
5897,SCRIB
5898,SPIDR
5899,MORC3
5900,SLC39A14
5901,MTREX
5902,R3HDM1
5903,RPL13A
5904,KAT6B
5905,CABIN1
5906,SRRM2
5907,ARHGAP45
5908,ACAP2
5909,ZNF281
5910,CLCF1
5911,NNT
5912,MMD
5913,PIK3R5
5914,TNPO3
5915,ADAT1
5916,TRS-TGA4-1
5917,SEC14L2
5918,RBFOX2
5919,ATP6V0A2
5920,LILRA4
5921,TTC33
5922,DNPEP
5923,PSD4
5924,TSPAN12
5925,TSPAN15
5926,PIGN
5927,SNAPIN
5928,WBP2
5929,WBP1
5930,GTPBP4
5931,CLDN14
5932,DDAH2
5933,ZNF346
5934,ARL2BP
5935,DDAH1
5936,CDC42EP4
5937,CCNDBP1
5938,SMUG1
5939,TMEM50A
5940,DDX58
5941,ELP5
5942,KLHDC2
5943,CARHSP1
5944,PDSS1
5945,LEMD3
5946,HEBP2
5947,ORC6
5948,ORC3
5949,OPN3
5950,ACOT9
5951,PATZ1
5952,AMACR
5953,CORO1C
5954,DAPK2
5955,CD2AP
5956,MKRN1
5957,MKRN2
5958,PHLDA3
5959,ZMYND8
5960,SH3BP1
5961,BACE1
5962,RUSC1
5963,FAM89B
5964,KPNA6
5965,SSBP2
5966,NUP62
5967,RABGAP1
5968,HSPBP1
5969,SNHG1
5970,LY96
5971,EDC4
5972,PPP1R15A
5973,PLD3
5974,ARFIP2
5975,SSBP3
5976,POLA2
5977,PLXNB2
5978,SLC7A11
5979,LSM5
5980,PLA2G15
5981,ZKSCAN5
5982,UBBP4
5983,CEMIP2
5984,STX12
5985,SGK3
5986,RAB38
5987,PRKD3
5988,CADM1
5989,GSPT2
5990,GABARAPL1
5991,SHPK
5992,TMEM245
5993,EID1
5994,SDF2L1
5995,PPIL2
5996,PITPNB
5997,PISD
5998,OSBP2
5999,MAFF
6000,IL17RA
6001,FLRT3
6002,FKBP8
6003,BRD1
6004,APOL2
6005,BCL2L13
6006,MTCH1
6007,MTCH2
6008,KIF4A
6009,IFIT5
6010,EML2
6011,FTSJ1
6012,LAMP5
6013,NAA80
6014,TFIP11
6015,PANX1
6016,CLDN15
6017,FJX1
6018,PRPF6
6019,ZNF318
6020,KIAA1549L
6021,HYPK
6022,PRPF40B
6023,TBC1D22A
6024,CBY1
6025,SUN2
6026,DSTYK
6027,RASGRP3
6028,RAB3GAP2
6029,DGCR11
6030,RAD54B
6031,CIZ1
6032,FBXO7
6033,FSCN2
6034,PGLS
6035,QPCT
6036,BRI3
6037,ZNF324
6038,SLC39A6
6039,GCA
6040,LSM4
6041,BAMBI
6042,RHBDD3
6043,TTLL1
6044,SAMM50
6045,ATXN10
6046,TNFAIP8
6047,NOCT
6048,ARIH1
6049,MTO1
6050,DNAJB5
6051,PRDX5
6052,TXN2
6053,TMEM184B
6054,HECTD1
6055,NIPBL
6056,COG4
6057,METTL7A
6058,ABTB2
6059,ASF1A
6060,MOB4
6061,YIPF3
6062,PP7080
6063,ANAPC13
6064,PARM1
6065,ZNF345
6066,TECPR1
6067,ARMC8
6068,DCAF12
6069,FAM149A
6070,BRMS1
6071,USP49
6072,ABHD14A
6073,PRKD2
6074,SUMF2
6075,NEPRO
6076,RPL36
6077,MPC2
6078,LETMD1
6079,DCAF13
6080,TMEM186
6081,POLR1A
6082,POC1A
6083,ZNF473
6084,PLEKHG4
6085,EEF1AKMT3
6086,INTS7
6087,RNF19A
6088,RCHY1
6089,IFFO1
6090,CCDC28A
6091,MTHFD1L
6092,CNOT10
6093,ANAPC15
6094,AHCTF1
6095,DPCD
6096,C1orf43
6097,POT1
6098,RTTN
6099,NDUFAF3
6100,THUMPD3
6101,NELFB
6102,ZDHHC5
6103,ATL3
6104,MYRIP
6105,NOL11
6106,GEMIN5
6107,PTPN23
6108,CLIC4
6109,NIPSNAP3A
6110,NSL1
6111,WWTR1
6112,HEATR5A
6113,SAMHD1
6114,FAM98A
6115,TPGS2
6116,SIN3A
6117,C20orf194
6118,ZNF385A
6119,KBTBD2
6120,SYF2
6121,RWDD3
6122,PNKD
6123,SEC31B
6124,PNISR
6125,KANK2
6126,NUDT13
6127,VIRMA
6128,TMEM87A
6129,C2CD2
6130,SH2B1
6131,UNC50
6132,PARS2
6133,MMACHC
6134,TIPARP
6135,NECAP1
6136,CHMP2B
6137,DHRS7B
6138,AAR2
6139,DNAH1
6140,NGDN
6141,HINFP
6142,ULK3
6143,SNED1
6144,HIGD1A
6145,REXO2
6146,IBTK
6147,CLIP3
6148,TBC1D10B
6149,RNF167
6150,MOXD1
6151,GORASP2
6152,C2CD3
6153,TKFC
6154,ZZZ3
6155,SPATS2L
6156,NSMF
6157,L3MBTL1
6158,RPAP1
6159,FAM32A
6160,LRIG1
6161,UPF2
6162,LRP10
6163,PTCD1
6164,PCDHGA12
6165,OSBPL3
6166,ATRNL1
6167,IPCEF1
6168,GLCE
6169,ZNF451
6170,SIPA1L1
6171,SS18L1
6172,SETBP1
6173,UBXN7
6174,LTN1
6175,ZNF500
6176,FAM169A
6177,PPP1R16B
6178,DNM3
6179,AUTS2
6180,SENP6
6181,ANKRD17
6182,GIGYF2
6183,APPL1
6184,HACL1
6185,DECR2
6186,RAI14
6187,LSM14A
6188,RTL8A
6189,POLDIP2
6190,GGA1
6191,ABHD12
6192,HERC4
6193,TOR1AIP1
6194,CCDC9
6195,DCAF4
6196,CHTOP
6197,EDRF1
6198,SZRD1
6199,WIPI2
6200,CCDC69
6201,TANC2
6202,WSB1
6203,LDLRAP1
6204,PRPF31
6205,EPC2
6206,TCTN3
6207,FGFR1OP2
6208,KIFBP
6209,GAPVD1
6210,TRPC4AP
6211,RALGAPA1P1
6212,SERBP1
6213,TES
6214,ZBTB20
6215,TTLL3
6216,IRF2BP1
6217,TRAF3IP1
6218,PHF19
6219,ZNF658
6220,RIBC2
6221,NAT9
6222,ZNF337
6223,ABCA12
6224,NOC2L
6225,RSL1D1
6226,GIMAP2
6227,IFT172
6228,MTG2
6229,SENP3
6230,INTS1
6231,TMEM251
6232,FBXW2
6233,PTPN22
6234,GMEB2
6235,PITPNC1
6236,FBXL3
6237,ARL5A
6238,FBXW4P1
6239,PHGDH
6240,STAP1
6241,B3GAT3
6242,TIAM2
6243,LRRC29
6244,FBXL6
6245,FBXL5
6246,FBXL4
6247,FAM50B
6248,KLHL3
6249,CABYR
6250,BLOC1S6
6251,FBXW8
6252,FBXO25
6253,TSPAN17
6254,FBXO22
6255,FBXO10
6256,FBXO9
6257,FBXO8
6258,FBXO6
6259,FBXO5
6260,FBXO4
6261,FBXO3
6262,HIBCH
6263,VPS33B
6264,TINF2
6265,SACS
6266,ERAL1
6267,ARFGAP3
6268,MYCBP
6269,SERGEF
6270,GBGT1
6271,GNL3
6272,FAM162A
6273,PTPN18
6274,PPP1R14B
6275,NARF
6276,SLC17A5
6277,CNNM4
6278,CNNM3
6279,CNNM1
6280,MYOF
6281,CHIC2
6282,INTS6
6283,TIMM10B
6284,TIMM13
6285,TIMM10
6286,TIMM9
6287,TIMM8B
6288,AGO1
6289,LATS2
6290,DAZAP1
6291,ITGB1BP2
6292,AATF
6293,OSTF1
6294,BSCL2
6295,CKAP2
6296,MRPL46
6297,TBL2
6298,ELP4
6299,NUFIP1
6300,RPS6KC1
6301,SH3YL1
6302,SNORD12C
6303,SNORA73B
6304,SNORD81
6305,SNORD79
6306,SNORD102
6307,SNORD4A
6308,SNORD80
6309,SNORA72
6310,SNORA71B
6311,SNORA71A
6312,SNORA70
6313,SNORA68
6314,SNORA67
6315,SNORA65
6316,SNORA64
6317,SNORD60
6318,SNORD58A
6319,SNORD50A
6320,SNORD49A
6321,SNORD48
6322,SNORD47
6323,SNORD45B
6324,SNORD45A
6325,SNORD44
6326,SNORD55
6327,SNORD36C
6328,SNORD36A
6329,SNORD35A
6330,SNORD34
6331,SNORD33
6332,SNORD32A
6333,SNORD24
6334,SNORA74A
6335,SNORD14A
6336,RNU11
6337,RNU5F-1
6338,RNU5E-1
6339,RNU5D-1
6340,RNU5A-1
6341,RNU5B-1
6342,RNU4-2
6343,RNU4-1
6344,SNORD3B-1
6345,RNVU1-18
6346,RNVU1-7
6347,RNU1-3
6348,RNU1-2
6349,RNU1-1
6350,STEAP1
6351,OPLAH
6352,RANBP6
6353,COPG2
6354,HBP1
6355,NBEA
6356,CHORDC1
6357,ZNF285
6358,SEC22A
6359,AP3M1
6360,PABPC1
6361,AKAP8L
6362,RNF11
6363,TRUB2
6364,GPR160
6365,CYFIP2
6366,DNAJC2
6367,TCL6
6368,USP21
6369,TPK1
6370,KCNV1
6371,CNPPD1
6372,BEX3
6373,NPTN
6374,MLH3
6375,NPHP3
6376,ATP2C1
6377,ZBTB32
6378,ACAD8
6379,TRMT2A
6380,LAT
6381,UTP25
6382,PELP1
6383,SND1
6384,NSG1
6385,STAU2
6386,PPA2
6387,GHITM
6388,DAPP1
6389,VPS41
6390,LAMP3
6391,B9D1
6392,RPUSD2
6393,MTBP
6394,FOXP1
6395,UQCRQ
6396,ST6GALNAC4
6397,KCNMB3
6398,TRAPPC3
6399,TAF5L
6400,SND1-IT1
6401,CACYBP
6402,EIF2AK1
6403,ARRDC2
6404,ZBTB11
6405,DMAC2L
6406,BBC3
6407,AFF4
6408,CYTH4
6409,INVS
6410,SNX5
6411,CPNE7
6412,CIDEB
6413,PALD1
6414,FILIP1
6415,STK36
6416,INTU
6417,ZNF777
6418,BRPF3
6419,NDOR1
6420,AGO2
6421,NAAA
6422,GLS2
6423,PRELID1
6424,SLC39A1
6425,TUBG2
6426,VPS4A
6427,GPR82
6428,TUBGCP4
6429,SERP1
6430,COQ2
6431,ARFIP1
6432,GPKOW
6433,SIT1
6434,BBS9
6435,TNFRSF21
6436,CHMP2A
6437,SESN1
6438,AHDC1
6439,RNF115
6440,NFU1
6441,ERLEC1
6442,MMADHC
6443,PDCD4
6444,KLHL20
6445,LSM1
6446,LSM3
6447,TINAG
6448,RND1
6449,R3HCC1L
6450,DIMT1
6451,SMPDL3B
6452,CRCP
6453,ADAMDEC1
6454,ZNF544
6455,APEX2
6456,RBMS3
6457,MOCS3
6458,ZNF330
6459,RAB30
6460,PGAP2
6461,RBMX
6462,BHLHE22
6463,TNRC6A
6464,RPS6KA6
6465,ZNF638
6466,GOLIM4
6467,P2RY10
6468,EIF3K
6469,HTATSF1
6470,UBE2S
6471,PRPF19
6472,UTP20
6473,RRP7A
6474,RABGEF1
6475,POLL
