PGP1,GM23716,GM23720,GM25256,BXS0110,BXS0111,BYS0112,BXS0114,BXS0115,BXS0116,BXS0117,902,1601,1401,1001,901
4.663036667,4.993494333,5.589929,3.332859333,3.689795,3.101812,4.546619333,4.562805,4.400012667,2.803159667,3.98367236,3.554802333,3.176050667,4.104302,4.685034,4.163252667
24.49708667,17.07277567,7.315544,12.68153767,14.36661933,9.662179667,9.807758333,11.939175,13.024215,12.73261633,11.6617684,10.90576467,14.97758767,18.942993,15.76766167,12.21172633
8.632965333,9.949503667,7.053060333,6.698947333,4.380948333,3.920547,6.714645667,6.556399333,4.458758,4.338730333,5.62691696,7.003238333,7.424074333,5.668438667,5.233057667,4.413712333
9.658887333,9.455467333,8.915496333,8.163320333,12.752701,12.120883,10.864442,11.393842,15.45650733,11.990973,11.23713196,9.961565667,12.224691,10.13759333,9.931543333,10.55523767
50.37592467,24.5469,36.03116167,43.30038467,52.18674333,29.131922,48.06452833,66.08676533,50.50324467,37.122358,46.25334512,33.75889733,38.51247633,62.45126733,74.71313733,61.70877367
7.779972333,8.932795667,10.059184,9.788769667,9.239532667,8.124635333,11.27830633,11.87781967,8.125644667,8.840345,9.7830116,11.45354667,9.534329667,11.73761833,12.62450633,11.32208333
4.032961333,4.953674333,2.348066667,2.590412333,1.879576,2.53717,2.426903,2.076659,1.584668,1.529683,2.10880968,2.397795333,2.050763333,2.326669,2.921625,3.623279
5.956116667,4.646718333,6.849060333,4.965145333,4.070721,4.216789,6.004807,5.189406333,3.094163333,2.802443333,4.56374272,2.468114667,1.942721667,5.155203333,6.429302667,7.102540667
8.750301333,8.736016333,8.345401667,5.984384333,6.543650667,4.518032667,7.831697667,9.637773667,6.657912667,6.297158667,7.12536816,6.443355333,6.298214667,8.527280333,9.193291,8.869354
1.754005667,0.264952667,0.582817667,1.262672,6.087267667,5.525866333,3.589484333,4.063409667,6.595113,4.293891667,3.87537776,0.434143,0.911450667,2.833266333,4.975768667,3.553190333
5.684517,5.059061333,5.919247667,5.642504,11.02984933,11.60185167,9.332958,8.926916,9.277387333,9.598273,8.81818284,7.254236333,6.747995667,8.376673667,9.787617,9.412138333
25.27600833,19.40001167,16.00250767,16.85328667,15.59710133,11.50361333,19.80552033,20.19855533,12.007141,12.423925,15.9823614,18.94572533,16.54278033,22.528491,21.169248,19.09758533
7.566652,7.188696333,8.355198,7.250761,5.670733,4.410653667,6.122212,6.969416333,5.936277,5.833498,6.4646898,6.097372333,4.506041667,5.650023,6.517725,6.734761667
58.49960333,25.71762,27.46979667,33.867039,38.11398567,26.69472467,30.05176867,30.862434,35.787179,41.813369,31.7592356,21.06921467,61.384718,26.380304,32.011586,22.20978567
6.496179,10.14928033,9.718867333,10.212193,7.737842333,7.551190667,8.770243667,10.40735867,9.904886333,11.27789367,9.46227032,16.24129167,13.54271667,10.38475733,7.867791,6.898887
7.373802333,2.496208,5.240238,5.457785667,6.039395,5.336418667,4.562161333,4.056776667,3.409358667,3.834018,4.66080592,1.510724667,2.827108667,6.514412333,9.374023,8.344747667
24.34961133,25.84636367,22.294462,25.71982567,31.28739533,29.13024867,30.732449,26.95785433,27.59156967,29.497912,27.95332516,27.819618,33.31448467,27.33687733,24.34316033,35.10164133
5.930768,10.09254833,6.513560333,5.866276333,5.746164667,4.925931333,4.723869667,5.038778667,6.244609333,7.190459,5.76116312,7.256311,7.699213333,7.829052333,5.273162,7.591028667
