Short Gene Name,logFC,logCPM,PValue
EFHC2,-0.01056409,4.974052313,0.958843387
ZNF638,-0.301599225,10.80144763,0.007321366
UBAC1,-0.126383572,5.239050258,0.315207424
TOR3A,-0.265454778,4.94753679,0.081810396
DERA,0.153697091,4.609722216,0.490071505
SULF2,-0.041771877,4.767151305,0.866029262
PI4KAP1,0.084662811,5.32634179,0.47177127
FAM117B,-0.268525714,4.558557257,0.118081976
KHSRP,0.187676458,4.65818086,0.250867743
MEX3C,-0.040534586,4.367091598,0.924323943
SLC38A10,0.524020289,4.5795996,0.085605628
POLR2I,-0.098384934,5.998876652,0.487022239
PAK2,-0.262704502,4.732223355,0.101970206
PPP3R1,-0.358797044,5.349764421,0.04427635
TRIM23,0.940257686,5.510614699,0.000986361
TTC28-AS1,-0.320650616,5.605897861,0.303723503
DNALI1,0.166666477,5.786856367,0.230779085
ERAL1,-0.570146707,5.170500263,0.007806575
RNF170,-0.278605238,4.905542145,0.46333618
HOMER2,-0.224799218,4.664057283,0.174509093
C12orf10,-0.251346215,5.276913527,0.045054577
PURA,-0.159784875,7.715759512,0.755511001
SLC7A6,0.014582093,6.615645619,0.955421339
CTR9,-0.036797461,5.435880107,0.829204696
YEATS4,-0.19541358,5.447810589,0.487092358
PARL,0.229361202,4.613741836,0.168481628
CBWD1,0.639211099,5.063409061,0.036738343
C5orf24,0.018328811,5.622611422,0.958760105
BCAP29,-0.158830727,5.767609962,0.244430373
SLC4A7,0.040887246,4.647807362,0.807474372
PI4K2A,0.168382955,4.878200867,0.283486811
RPS5,-1.066289855,12.30565718,0.024257953
RRN3,0.015732925,5.841575777,0.89707304
ATRAID,-0.015576856,5.033651915,0.9175041
NAB1,0.179112839,6.311739449,0.29103957
HIP1,-0.09216821,6.69992798,0.467847842
TCP11L1,-0.225791378,5.244099429,0.08122402
CACNG7,-0.105617366,5.203891064,0.479035542
CDC14B,0.096816409,5.064601999,0.542175395
RNF31,-0.232588051,5.193290682,0.085054584
STOML2,0.181927029,5.271275806,0.164351912
GLT8D1,-0.080437176,5.99217481,0.583878313
SIL1,-0.130893332,7.099384321,0.443807942
FBXO5,0.064050759,5.026398359,0.635669098
PGM3,-0.113322911,4.647375529,0.463531781
CSE1L,-0.920691571,4.78065265,0.000389829
KITLG,0.073485634,6.32915879,0.671943576
CLASRP,-0.123942171,6.244408937,0.216916849
ROBO1,-0.071811188,7.007190033,0.481185763
FAM57A,0.108568095,6.104899963,0.406232536
UBXN1,-0.08014832,7.219191483,0.434535882
HTATSF1,-0.012545948,5.136782273,0.938988284
SYT1,0.084368463,7.207769405,0.50290569
KPNB1,0.45255346,7.535665409,0.112459678
GRM3,-0.080774998,6.523255536,0.514711921
SNRK-AS1,0.624846345,4.553314448,0.023047261
FOXN3,-0.158153432,11.46310371,0.281341446
TBC1D5,0.463413703,6.606513136,0.031062334
RBM24,-0.018646282,4.572958722,0.992282119
TMEM42,0.157098053,6.37631669,0.211800491
ASTN2,0.173272295,12.51935776,0.68216181
NEDD9,0.098574197,5.646455544,0.357867222
OGFR,0.114359259,5.554815378,0.496023077
NCK2,-0.149159054,5.40947325,0.682952439
NUP98,-0.368905896,5.70602947,0.23883769
SNORD59A,-0.055515441,5.457101234,0.745750342
CDK2AP1,0.165291014,4.629583805,0.322639667
DND1,0.088688211,4.841910801,0.5554029
PPAN,-0.031252504,5.54380639,0.808088455
NDUFB10,0.049740639,5.005790839,0.75057329
CCDC136,-0.114722841,5.805673498,0.474608131
ZNF77,0.092514886,5.994021625,0.619343076
TECPR2,-0.112614283,9.086247197,0.187917034
SAC3D1,0.067859953,5.453941711,0.587260537
TWISTNB,-0.149647858,4.819923789,0.347425763
IDI1,0.113469962,6.130791944,0.228326883
ELK4,0.306575927,4.746700024,0.056314493
LDLRAD3,-0.095906165,4.619387062,0.624167441
DUSP11,-0.827121927,9.88110731,0.019523681
SNORD116-15,0.477120171,4.772624635,0.045638164
CCDC34,0.08549566,4.906989203,0.549553397
BRD9,-0.04813736,5.04687957,0.716682766
PHF21A,0.318402475,4.76916128,0.125164485
RAB11B,0.603242717,6.347546319,0.004356381
PLIN2,0.038448822,5.498404131,0.856458356
SNORD116-13,0.12896954,5.230728914,0.33118546
WIF1,-0.299014083,7.285523855,0.171017357
SREBF1,0.006008985,5.432014819,1
ACIN1,-0.098760024,4.911877351,0.527223869
EHBP1,-0.032213853,8.610094436,0.824851398
ING2,-0.062737662,10.42306796,0.645243275
C19orf60,0.287402712,8.665509244,0.220724607
GABRG2,0.002079206,9.731976658,0.989648483
AGAP1,-0.493896045,4.998807403,0.000464791
MPI,-0.373769678,4.678296019,0.082737586
IL17RD,-0.328178954,5.668487364,0.050920588
DTYMK,-0.069842196,8.760972234,0.725558844
GDF5,-0.11810768,11.44781865,0.253588561
RGP1,0.057743168,5.090663065,0.873626772
ZNF414,-0.017148136,5.93852757,0.895043416
CELF4,-0.069816429,10.29435727,0.540729835
PFDN5,-0.098326377,7.076969471,0.317983518
MMAB,0.26146094,5.360399401,0.078049702
TMEM138,0.121904681,4.685834222,0.511479778
ZMYM6NB,-0.355477921,5.443513889,0.038259461
TENM2,0.108390477,5.239547425,0.42937774
SLC30A5,-0.093534215,5.412154152,0.634786873
MAPK7,0.060763598,5.249667625,0.633490495
CC2D1B,-0.053713813,9.624526181,0.679153379
WDR41,2.307450544,5.257744071,0.348763372
FBXO18,0.163486783,5.808417183,0.090978769
ABCA3,-0.008462039,5.455079932,0.909803212
ARHGEF12,-0.467207578,4.4421674,0.061795795
PHF3,0.166693763,4.91301976,0.314115288
PCDH10,0.193433932,5.069656966,0.302523385
MYO5A,-0.063836068,5.206816854,0.651473933
ID4,-0.194282678,4.845948412,0.356807284
PDZD8,0.158471773,7.33997072,0.200744281
CIRBP,-0.05282937,5.633768593,0.71840823
IFNGR1,0.215015854,5.336573396,0.172313514
GPX4,0.000207588,4.918503195,1
SEPW1,0.037418452,6.75963308,0.839085791
LGI4,0.0195958,5.300568755,0.954315992
CADPS,0.007914496,5.453017268,1
CCDC40,-0.162857672,5.552790583,0.17415853
KLF10,-0.116117782,5.20396001,0.568414614
PTCD3,0.170066613,4.824883783,0.285009484
NUCB2,-0.198465363,5.584747772,0.243302307
FASTKD2,0.096777753,5.33296189,0.531388422
HIST1H2AM,-0.322921298,7.967383548,0.189512346
RPL30,-0.103632951,5.477901648,0.687471982
FAU,0.495452254,7.718240244,0.008582128
BLMH,-0.04125762,5.979343028,0.813823869
GPR12,0.338208289,5.382981535,0.006443161
HPRT1,-0.083801551,5.969015547,0.613599067
ATG13,0.322839694,6.788589271,0.030954899
ADRBK2,-0.017250169,6.006777408,0.883731283
VEGFA,-0.097519922,7.079906247,0.387877424
MEF2BNB,0.014875925,5.858561583,1
KIFC3,-0.008739335,4.963357625,0.947504778
G0S2,0.029140635,6.541774827,1
RHOBTB3,-0.133040796,5.094864807,0.363418913
GLS,0.255328235,5.387818588,0.033671027
LOX,0.02272696,5.399504503,0.890185695
PAM16,0.434752817,4.889269373,0.044148211
PLEKHA3,0.073189925,4.774345722,0.735313071
FZR1,0.46866638,5.163772808,0.007555134
A2M,0.24009157,5.055199263,0.084193413
ZXDB,-0.780217294,5.921621223,0.014488309
CASD1,0.970911836,11.4194652,0.445395999
HSPH1,0.107422756,4.666632325,0.563576089
PHACTR3,0.038392348,5.266721943,0.782445445
ORAI3,-0.228033227,5.090447886,0.204852231
VCAM1,-0.52675236,4.803426771,0.002706147
MAN2A2,-0.046900685,9.888882146,0.767811166
TBRG4,-0.031407613,5.332907572,0.768406564
OCLN,0.312536462,4.849643703,0.038779585
KIAA1147,0.171278236,5.840773549,0.236687313
CCDC88A,0.089368804,6.093480959,0.533543655
FBXO21,0.192668507,6.285923096,0.22074101
GCC2,-0.047492246,6.308711089,0.680149827
PIGT,0.022472927,4.631509777,1
LCMT1,-0.01360853,6.336256649,0.927065133
HIST1H4L,0.034368224,6.805218242,0.815871262
NDUFAF3,-0.033480008,4.952098548,0.780257929
S1PR2,-0.033251664,4.91348244,0.873787494
MARCKS,0.003376607,5.205996118,1
HIPK2,0.085171798,5.63975206,0.670187313
3/6/2021 0:00,-0.09422593,7.143568573,0.482704978
CNTLN,0.030663805,4.577830286,0.907494378
ANKFY1,0.487870244,8.889472181,0.020068698
HIVEP1,-0.234777737,5.634824087,0.249037233
SYVN1,-0.064157069,5.317147525,0.578008104
OTUD3,-0.643116555,5.159922504,0.044990819
ESD,0.089470369,6.10340968,0.773219505
MRPL18,0.008775991,5.206357334,0.916931875
CRYAB,0.192361111,5.831156323,0.079693226
SNORA26,-0.130955309,5.773755412,0.386988602
RSPRY1,0.253016073,4.652418305,0.120278932
TNPO1,-0.15648029,9.50272009,0.11697737
ANKRD13C,-0.037711986,14.81341823,0.802988032
SPECC1L,0.052437392,4.975596515,0.852732977
ANXA1,-0.260758777,5.423406381,0.339634319
STOX1,0.112083462,4.769950151,0.490905198
SNORD110,0.604447466,4.798460292,0.064912042
MRPS23,0.131873812,5.695113199,0.252816575
LRRC1,-0.088915203,5.634709551,0.589024409
UNC93B1,0.019255403,5.268943803,0.936352196
VIM,-0.001711218,5.105120325,1
RNASEH2A,-0.224595583,9.205762051,0.430268247
THAP5,0.406435919,4.828609377,0.233404688
PANK2,0.134806395,5.035402694,0.367324483
3/4/2021 0:00,-0.11303468,7.441589637,0.44828797
RAD9A,0.108834556,4.80233524,0.548823144
GMNN,0.016364443,5.761263635,0.875965795
WDR70,0.039814161,6.660385191,0.791792153
FNTB,-0.043767334,5.982287981,0.724092455
WDR24,-0.293592399,4.880607502,0.196736724
DAZAP2,0.20829097,4.767899904,0.376982445
MUL1,0.096435281,5.806703844,0.622522211
ZMAT5,0.063004006,5.668627567,0.633816679
EPN1,0.214577673,4.950765593,0.148641676
ZNF337,0.027280111,4.999067335,0.871299899
RBM12,0.125814299,5.699731196,0.264745213
CHPF,0.210730797,4.631791396,0.222410883
HSD17B2,0.248072596,5.426180459,0.069167771
GATSL3,0.079404606,7.020273153,0.462747019
SMA5,0.891516092,6.851640425,0.754720605
ALKBH7,0.199062475,5.831194511,0.344302953
VPS33A,0.15840555,7.230280387,0.170754272
SNORA63,0.092362516,6.753552848,0.498811961
CFLAR,0.244239334,5.487370785,0.187188074
NR3C1,0.039454324,4.982873686,0.738301893
SPA17,-0.02542595,6.241580686,0.873663928
RPIA,0.26992268,7.349254576,0.299063226
TUBG1,-0.334853951,5.289970764,0.010141897
TMEM87B,0.003648838,7.430453301,0.996073524
ZNF34,-0.120137737,11.22090676,0.433680339
GCN1L1,-0.066479857,5.385836642,0.714586585
CDK5,0.044145232,4.745070048,0.878686406
LYSMD1,0.155896727,6.572687317,0.478126894
WDTC1,-0.009464113,6.43210119,0.924743589
TMEM39A,-0.108099919,5.714528533,0.349199171
ZER1,0.226163421,6.133121056,0.066764303
UBE2F,0.270426871,5.103368036,0.335278344
LSM7,0.043169071,7.127031428,0.835509673
LOC646762,0.086056713,4.798919244,0.566280259
ARHGAP12,0.052072849,5.087694651,0.748544569
FAM81B,-0.050601803,5.370223623,0.717662059
NDUFB3,-0.35404031,5.474400246,0.029150693
CERCAM,-0.026672861,4.92404648,0.874258053
TCEAL3,0.368883827,4.893180542,0.027440392
UBXN6,-0.005150472,4.953887327,1
ELAC2,-0.152226248,5.726283352,0.162089838
TIMM50,-0.08848978,5.637885482,0.603675758
TSC22D2,0.597700554,5.889991377,0.043225405
TIMM21,0.332254628,4.948553155,0.065858826
SNORD115-16,-0.076977604,5.418351423,0.592825524
DDI2,0.241584948,5.377624206,0.247960567
COX6C,0.39315285,5.008075283,0.007752597
TIMM17B,0.365210563,4.874311256,0.01560349
GAS6,0.080651251,5.042330632,0.555066791
RNF175,-0.008611549,4.720012768,1
C5orf49,-0.109795423,5.429553443,0.645301949
CAPZA2,-1.246737223,6.87592624,0.002622784
ENO3,-0.142590749,11.03896303,0.111239174
SSH1,0.329254689,4.680936267,0.04022889
PMF1,0.108749202,4.756496809,0.505746696
TBCK,0.111581626,4.931702828,0.504322069
NACC1,0.114722818,5.526253323,0.400797957
RPLP1,0.435477426,5.827102957,0.025160881
TBK1,-0.282239137,6.130159691,0.055686092
GZF1,-0.153258499,6.015676508,0.12582806
PLIN3,-0.115187857,5.744724814,0.648043752
NUPL1,0.086186531,5.168780029,0.529300977
PGM2,0.022455132,8.858067184,0.902297533
OSBPL2,-0.001823087,4.985145571,1
NFE2L2,-0.897617219,4.668915343,0.000736158
NOL12,-0.031967131,5.027280413,0.879523484
STXBP6,-0.007309546,5.798092985,0.945707379
SMIM11,-0.013938275,5.215417095,0.958579492
UBE2W,-0.086156922,5.215224837,0.530811828
MEX3D,0.206038082,5.459661453,0.288950164
PEAK1,-0.035557321,5.831994899,0.881930807
MRPL40,0.064600629,5.302141199,0.721513772
RAB3D,0.300500941,4.860759746,0.048161243
ECT2,0.321348162,6.570655072,0.042436124
MTA3,0.188125651,5.098358483,0.182691632
SOX9,0.074849362,4.55013039,0.732334612
TMEM170A,0.01226851,9.128345029,0.949051931
NOC3L,-0.095116733,4.623163419,0.58582635
ACLY,-0.188082598,6.582604574,0.124362017
CHMP1B,0.689141915,4.991055656,0.002873588
PIGC,-0.034506093,7.286744597,0.713896449
EIF3J-AS1,0.323665641,4.541318101,0.098948576
C8orf4,-0.085218128,6.726726746,0.370917231
CHTOP,0.239935329,4.956688191,0.17752681
ZNF426,-0.236397044,4.632441559,0.116944997
EPHB3,0.089763369,5.819541895,0.402737641
ZMYM4,-0.214861471,4.906435785,0.115988172
PEF1,0.041357224,4.771235191,0.838042547
ANAPC16,-0.127904584,5.085648809,0.337397903
MMP14,0.129216497,7.983577325,0.299161019
UBL5,-0.145636027,4.88254118,0.327965185
CLASP1,0.076793106,5.669014055,0.706276601
EXD3,-0.080142682,4.954648686,0.634688587
DNA2,0.408200007,5.994637505,0.090872539
MRPL16,0.068943661,4.648610606,0.785962627
C17orf59,0.080342355,4.552100508,0.645631309
KIF2A,-0.328123034,4.996215828,0.017210383
FAM43A,-0.133529731,4.878396127,0.439874064
KBTBD11,0.520649776,6.762864422,0.027164297
MED9,-0.100868781,6.314334825,0.344777098
ZSWIM6,0.494611093,5.382270659,0.267954515
BMP1,-0.129045797,8.787278657,0.49958723
RALGAPB,0.056018,5.859921881,0.689619297
USP33,0.014593588,7.92222847,0.933001248
MEGF9,0.096183605,4.86443706,0.594713629
BTF3L4,0.168142602,4.78235977,0.340341311
RANBP6,-0.080360232,4.644972504,0.647746585
NDUFA13,0.144268048,4.371624018,0.517004826
ANXA3,-0.05972384,5.782516113,0.744036455
LONRF2,-0.653714579,7.717635353,0.002561602
ZNF416,-0.099335353,10.38532655,0.38852064
LOC100190986,0.515119396,4.5756923,0.030347485
SNHG3,-0.071597308,9.560204915,0.5824772
PDZRN3,-0.398764802,5.024560354,0.159869407
GPR161,-0.140914036,4.853503124,0.328448703
ARHGDIB,-0.9569433,5.049905292,0.167449303
PLXNA4,0.041828374,4.916013595,0.769449885
RAF1,-0.157695809,5.03903908,0.29458553
BCLAF1,0.253782066,4.832460419,0.093301366
AMER2,0.102267131,9.374309559,0.429488047
FAM228B,0.194042437,5.515201933,0.091025989
CALM3,0.075763593,5.735160443,0.799414816
TJAP1,-0.268810557,4.503507725,0.145176238
PDRG1,0.458656018,4.541757157,0.015301846
FAXDC2,-0.14536985,11.43085216,0.231955343
NOMO2,0.33674844,5.785042095,0.006398956
MCTS1,0.109634256,5.4229962,0.368366553
PDK1,-0.036007592,5.440317391,0.783296894
RNPEP,0.033894772,5.787098406,0.832399872
DRAM2,-0.073271934,5.95365212,0.54664862
BCAR1,-0.82893156,4.789409945,0.023343654
TWIST1,0.328872515,5.637831237,0.2106321
DACT1,-0.948643279,4.413679976,0.030894867
RXRG,-0.32364742,6.943777101,0.064718849
EDNRB,-0.07560408,5.151580731,0.635431877
PRDX1,0.109852491,4.714574567,0.55257462
RFWD2,0.135456781,5.291062545,0.326250849
ELP4,-0.174342147,5.747803788,0.154846291
GFRA2,0.294756977,5.601836775,0.028618508
DMRT3,0.215947354,5.148976923,0.696470261
TRAPPC10,-0.224907464,6.281156399,0.012752679
TSPYL2,0.299578382,5.204132681,0.359907369
CRABP2,0.164235748,4.819153975,0.260754268
TMEM5,-0.124302481,4.888922733,0.397556443
SUV420H2,-0.294626964,6.648316179,0.193297145
AKR1C1,0.217631105,5.221914548,0.161538868
SBNO2,-0.137793201,4.77476876,0.42944887
NDUFA10,-0.11171301,4.695281373,0.50674155
HMBS,0.112715289,6.94985818,0.274058206
FKBP15,0.059851843,4.813711284,0.739787751
C1orf35,-0.327997654,5.365435701,0.035398882
C20orf196,0.009101869,6.75839963,0.993321393
ZNF746,0.171871117,4.938920025,0.221625701
FAM188A,-0.157101329,8.826962484,0.139450548
MIR1260B,0.087748565,4.883548308,0.597619237
TRIM32,0.15493052,5.668111021,0.346736171
ITSN1,-0.369380066,4.828103215,0.157521371
RBM5,0.031773954,4.761456584,0.858214636
WDR78,-0.739762936,6.996432395,0.024694712
WHSC1L1,0.030501707,4.940386581,0.904295555
MAL2,0.024841557,5.040724661,0.873508306
NPIPA5,0.375617994,7.24244569,0.006170657
NDUFC2-KCTD14,0.659712653,5.887602143,0.030014299
TIMM17A,-0.14505923,10.77113118,0.189874872
F13A1,-0.116769137,5.855190023,0.452011318
RP11-14N7.2,-0.09076562,5.504704916,0.448821676
TMEM223,-0.031233857,5.206631081,0.887672632
VWA5A,0.047624263,4.697813676,0.83304169
FAM166B,-0.848805834,4.8113264,0.007168981
RBMX2,0.05847211,4.716152365,0.688536086
PIK3R2,-0.304854126,8.092308112,0.054104922
DRG1,-0.278005611,5.828354019,0.196240024
USF2,0.042247596,4.623317462,0.89472969
EGLN1,0.030644487,10.68274767,0.819026827
EMC4,-0.421541551,5.752969522,0.003050729
HIPK1,0.24288717,4.854134167,0.146952757
FAM216A,-0.078297046,5.475826596,0.531363056
ZNF93,0.006510113,5.171993138,0.952599441
THAP2,0.366142361,4.585106498,0.307520672
PGD,-0.912599437,5.028029217,0.017808884
PIAS3,-0.432864504,5.083186395,0.018647219
GATAD2A,0.299719095,5.584535581,0.609864859
NSMCE1,-0.208242959,5.089273888,0.165096049
ATP6V0A2,-0.744893628,5.100578405,0.000781153
S1PR3,-0.041326996,5.348165156,0.747889939
ASAP3,-0.420022252,7.797700206,0.284321435
GGPS1,0.423263601,4.556265833,0.015748571
SCARNA17,2.042739808,8.15521225,0.061718066
MSH3,0.051724734,5.678619599,0.749737675
PTBP2,-0.063115505,4.54430003,0.762753209
RPL8,-0.18687437,5.576309216,0.187244684
FAM134C,0.084434908,7.997047166,0.490761497
DBF4,-0.049713851,5.808029468,0.777821605
ARL10,0.205855,6.427341264,0.396578841
ADAMTSL1,-0.104643022,6.048697554,0.407294303
ZFP82,0.278014151,5.026793771,0.317523
CAMK4,0.815079791,5.732172056,0.224895991
IBTK,-0.041229367,5.78766562,0.707904757
LOC102606465,0.087926389,4.982635297,0.696040691
PKN2,0.078298791,4.772507329,0.598953574
SMG9,-0.166029714,5.823473592,0.126479407
PEX13,-0.084139626,7.064992758,0.677830471
C12orf45,0.334200659,5.488711544,0.023856561
PDGFA,0.050424443,6.720041597,0.713528918
EIF3C,-0.720532522,4.695546088,0.021301664
BEND5,0.505866524,5.31957449,0.036333271
COX15,0.21585003,5.136029458,0.252308029
EEFSEC,-0.279489702,6.054120091,0.0435075
DCAF6,-0.319810334,4.929931395,0.126968203
MYRF,-0.032265981,4.997967218,0.821071663
LGALS3,-0.052633402,4.762206316,0.840963067
SNORA4,-1.080488955,4.55525983,0.00144832
PIAS2,-0.036804895,5.612747859,0.856368706
COMMD4,-0.156589993,5.141741033,0.284470788
GPRC5C,-0.527424936,6.066420041,0.005655845
PPWD1,0.747061866,5.209107478,0.007162882
PCDHGB4,-0.343805351,4.622277616,0.060770014
AQP1,-0.000628501,5.328125687,1
F3,-0.298593438,6.371518698,0.445092325
DNAJC18,-0.130096846,7.495227167,0.186683846
WNT11,-0.010316767,5.763645647,0.857568797
SP4,-0.141284524,4.932353586,0.369568217
PCDHGB7,-0.047064053,4.683910448,0.79713628
PPAT,-0.2009001,5.047044825,0.145461387
SGCB,0.393750523,4.576423556,0.036427455
PWARSN,0.429811651,6.167069998,0.177553117
BCL2L1,-0.109689542,6.033772812,0.403588758
RNF13,-0.019170993,4.596680013,0.992358576
ARL1,-0.109430633,4.702986495,0.52472582
CDO1,0.096807909,5.518973608,0.343712939
GRIK3,0.079417,4.737112225,0.691153663
FADS3,-0.043467364,5.456062505,0.819283554
HERPUD1,0.094540277,5.314586275,0.59579008
SETD5-AS1,0.143077077,4.65469342,0.435834192
BMP2,-0.321474551,4.619715909,0.043914231
OIP5-AS1,-0.049620122,5.310594878,0.764690195
XRN1,-0.502055029,4.888505345,0.000195148
METTL5,-0.31818914,4.896878074,0.026504258
CREBBP,0.503111417,4.534480917,0.044147532
HEATR1,-0.042491182,5.277317079,0.743999173
BTG1,-0.162020544,8.856255611,0.483688395
GTF2H5,0.134940433,4.888430601,0.418850977
SSR3,-0.783676614,7.196719787,0.022960475
TMEM216,0.165447226,5.463249401,0.144971684
CD82,0.041891171,6.361079678,0.758118355
NUDT18,0.193967814,5.152985525,0.314810056
TAF13,-0.085293128,5.408467906,0.495351893
HEATR5B,0.096199905,4.894680168,0.529940156
LMAN2L,-0.19869236,4.877120969,0.187636267
DYM,0.010243238,6.282946609,0.976269766
SNORA44,-0.076817594,11.41765041,0.483611804
SPPL2B,0.062513343,5.975640445,0.563470965
CHCHD10,-1.059352258,6.01376427,0.000508267
DNAJC17,0.641451495,4.74286733,0.056610429
SOS2,0.025907529,5.090601597,0.820766177
TXNDC9,0.205704383,4.522908069,0.259335599
LRFN3,0.354472394,5.16057,0.031491016
MAP2K5,0.670707014,5.103297212,0.003373325
STK38,0.017424778,4.682663911,0.98741039
MOCS2,0.067353647,6.472411327,0.677151513
REEP5,0.002797442,5.816587677,1
KBTBD7,0.195580717,5.276995974,0.212112202
ZBTB38,-0.1130674,7.226514516,0.207409743
ADCY3,0.221370402,5.045234808,0.113412677
NUP160,-0.006524475,6.005318326,1
EPB41L4A-AS1,0.266815636,4.832355695,0.32924322
MED8,0.105030117,4.607267703,0.515160535
SS18L2,0.212168,4.659688176,0.329947499
ATF6,0.088145812,12.38742306,0.755542231
OGFOD2,-0.456415901,4.63519102,0.012670635
ADARB1,0.300498354,6.629916724,0.109893607
GMIP,-0.00238601,5.283529865,0.92528136
FAF2,0.01534775,5.573943562,0.949688034
SGTA,-0.127398746,5.539880678,0.565702196
RPL23,0.468166211,5.054576916,0.033739381
MIR7705,-0.037858004,5.789192302,0.837597692
SMURF2,-0.816370174,5.445001632,0.017231343
SLC25A33,0.023748003,4.690143758,0.897640311
CSF1,0.133528715,6.285461327,0.46250373
S100A10,0.214744944,5.04316157,0.278926088
LYRM1,0.03009749,4.71789373,0.920504543
CTSK,-0.274949844,5.887459188,0.122744893
CHST10,-0.614666595,4.849349861,0.015953315
PAK1,-0.006715147,6.267894931,0.95009868
FAIM2,-0.053060719,5.543149429,0.789074704
TEKT2,0.173979997,4.921256342,0.248591253
CFDP1,-0.141958308,4.625122979,0.350345193
KIAA1161,0.133400335,4.724042623,0.417226478
HNRNPL,0.092783484,5.823373656,0.907193164
NLGN3,-0.132829747,6.178482398,0.345541947
SGSH,0.352416255,4.641864962,0.047871334
PARD3B,1.34229917,7.930044877,0.673406754
LRFN4,0.122122789,5.291357554,0.468728917
RRP1,-0.668152555,5.220713396,0.039867911
CHST14,0.113516311,6.585631926,0.51238174
TMEM54,0.131298789,5.067278481,0.345679644
CHEK2,0.199895321,5.107806822,0.274711898
BAI3,0.354975413,4.607322578,0.123141079
BNC1,0.560614958,4.928874012,0.055080987
ATG4A,-0.240634733,11.57061659,0.072293583
TNIP2,0.064238329,4.927729913,0.67653885
NSMF,0.240381552,6.282036384,0.405474159
GMPPA,-0.029795306,4.86300688,0.87135289
MAPK14,0.643831909,5.3024021,0.080299804
CLYBL,0.037192951,6.212279324,0.770378972
LRCH2,0.052654055,6.103124995,0.717528715
TERF2IP,0.073734029,7.240265085,0.573951231
KIF1C,-0.074822259,5.607237132,0.49006643
GKAP1,-0.157752511,5.735589912,0.144552772
ZNF320,-0.066003877,6.180298933,0.526347449
ULK3,0.034751185,4.592833168,0.961845046
MAT2A,0.034077184,6.90248754,0.799359642
MAPRE2,-0.763379037,7.214108739,0.193522239
ZNF254,0.052404704,6.441798496,0.74709171
HNRNPR,0.092352747,6.175061696,0.63170299
RAB2A,0.060539818,4.58746604,0.8737279
LMBR1,0.071751467,11.24753944,0.661072305
TIMM8A,-0.035045295,5.201438845,0.852395244
TOP2B,0.156419987,5.934006789,0.601192841
TANGO6,-0.127420773,4.849628106,0.430077824
HNRNPDL,-0.131599557,9.206574326,0.366633209
RFT1,0.748374961,4.676760627,0.114688329
GARS,0.417613585,5.605725749,0.203695383
PIDD,-0.084276341,11.11288627,0.468726167
SNORD71,0.112783384,5.379315603,0.767991571
ENOX1,0.266799563,4.643938652,0.112218554
COL8A2,0.302083533,5.172910431,0.026084613
CHERP,-0.18045203,5.360321576,0.158230815
FOCAD,0.090182246,5.147025133,0.52541021
LTBP3,0.032509009,6.091517405,0.876560352
RBFOX2,-0.785244488,10.54100041,0.11791602
MLLT6,0.728286244,5.339166784,0.009084622
PPP1R1A,-0.047855045,4.731538939,0.843003053
RPLP0,-0.120036964,6.731714054,0.146577922
ARL4A,0.006486881,4.761811873,1
STK24,0.087310813,4.745710971,0.614305522
TRIM59,0.082008648,5.809269483,0.533168466
TUSC1,0.451541055,6.093786633,0.10757467
RSU1,0.013665551,5.433544861,0.956661236
CGNL1,0.326908805,5.275193561,0.012710416
NACC2,0.092532436,4.668210776,0.563576089
GUSBP9,0.068913217,5.183272018,0.649011955
MAT2B,-0.46543586,7.46401262,0.028260026
EID1,-0.099430038,4.564618501,0.500828595
VIMP,0.128746405,4.675423754,0.589697614
ATP5J,-0.109354881,4.951747647,0.471042389
ZNF316,-0.352027744,4.92602878,0.01910231
CCNH,-0.033858022,5.13228832,0.893608226
RNASEK,0.090777034,6.425308189,0.513020286
TRMT12,-0.055017421,6.133011662,0.631444966
PDGFRA,-0.094272776,4.624379731,0.665298249
NSUN7,-0.195450497,6.129495636,0.092822457
ATP1B1,0.168385875,4.757468794,0.30844741
ANP32A,0.055306574,4.786828483,0.758970761
SPECC1,0.218662069,4.681737115,0.172497867
RILPL1,-0.045312595,4.394766635,0.912330298
GSR,0.140401304,5.898622861,0.398608193
NT5M,0.040807674,4.994422746,0.888491746
ZNF333,0.461227494,5.888292212,0.057905429
TTF1,-0.784505054,5.231825351,0.008310988
C16orf91,0.084913051,7.222796408,0.526756972
TIPARP,0.368669081,4.967666215,0.063709983
ATP6V1H,-0.400789427,6.226922896,0.018615472
MGRN1,-0.074977461,4.698888086,0.655224939
GRIK5,0.083690062,11.0111928,0.740236312
FABP1,0.041142386,6.579505743,0.785061334
AMT,0.257100601,5.183768036,0.09108378
RFX7,-0.055800085,4.707096719,0.798921533
KTI12,0.193760699,5.842082847,0.17750203
C10orf76,-0.089911863,5.152563617,0.572510924
CDK5R1,0.052503009,9.602966852,0.694180885
CBWD5,-0.100916606,5.314278646,0.471382408
SOX8,-0.394049781,4.9253866,0.073525188
PRDM11,-0.006666164,4.787259317,1
SH2B1,0.254109518,4.88469359,0.091968627
RPS25,0.286801335,5.136401049,0.043385479
MKL2,-0.085725657,4.744324658,0.550029394
LOXL3,0.083888972,5.59489019,0.423309949
C15orf59,-0.478132945,6.225690476,0.190020214
PRSS23,-0.003938387,6.942307231,0.980035413
CSTB,0.232447929,4.774124764,0.164924253
KIF3C,-0.016388171,5.586747565,0.933687828
