"","x"
"1",0.0324698559611315
"2",0.338666085709611
"3",0.0471320699413844
"4",1
"5",1
"6",0.994968759136435
"7",0.120278932330271
"8",0.933175623416235
"9",0.0045717014530105
"10",0.18910488249273
"11",0.664247521944556
"12",0.686983664660624
"13",0.156928611539281
"14",1
"15",0.829014105699691
"16",0.651141789882103
"17",0.433827442364875
"18",0.000414020595931599
"19",0.00486859964838714
"20",0.184982065458984
"21",0.059517521446331
"22",0.0198488299647797
"23",0.123733202104546
"24",0.87972342015944
"25",0.68536422655824
"26",0.119084031994338
"27",0.0845429577064189
"28",0.055935276332765
"29",0.777070110427407
"30",0.040711066573693
"31",0.612596729287841
"32",0.474735560895673
"33",0.291851487892975
"34",0.255611765849579
"35",0.276585258867247
"36",0.778916835646392
"37",0.218906086877278
"38",0.671664359361671
"39",0.464134209747869
"40",0.455280978140502
"41",0.933202656301378
"42",0.00498318154184881
"43",0.979979825524062
"44",0.324959215867901
"45",0.986734988857944
"46",0.082577344363076
"47",0.183482100843298
"48",0.0138767812005715
"49",0.891607537369907
"50",0.577437288514924
"51",0.471302799072223
"52",0.530541444667903
"53",0.0671861128386615
"54",0.561594736486217
"55",0.504354498528746
"56",0.846210088260012
"57",0.529762139871713
"58",0.590258024835186
"59",0.115318507596382
"60",0.191393804958947
"61",0.63481356980361
"62",0.00732138153249742
"63",0.390031474275633
"64",0.0527014246545195
"65",0.498844422388203
"66",0.451775782458058
"67",0.771337730098439
"68",0.368159277442561
"69",0.0190384343068446
"70",0.388424974292737
"71",0.13061955271032
"72",0.95478416775438
"73",0.0133390149428897
"74",0.178537277749921
"75",0.267824916574444
"76",0.601191172977041
"77",0.591001694525593
"78",0.736876171771279
"79",0.23854460130333
"80",0.95495098616394
"81",0.0190468924111425
"82",0.0536717008468759
"83",0.220066971439901
"84",0.0724922380218998
"85",0.221009216443889
"86",0.252124924929931
"87",0.664885809166317
"88",0.872403849526525
"89",0.964866292580024
"90",0.967686811183823
"91",0.536750815401885
"92",0.0511519047036846
"93",0.651505269897859
"94",0.100036937867233
"95",0.0581015480659217
"96",0.515178302719089
"97",1
"98",0.197100000599306
"99",0.55532479387414
"100",0.289824223278661
"101",0.974821584601594
"102",0.321814642729379
"103",0.95607617934206
"104",1
"105",0.0515179904968506
"106",0.950165182061781
"107",0.06201168843458
"108",0.995982456206278
"109",0.572744318995921
"110",0.709297551504486
"111",0.36962176611906
"112",0.000411519715410012
"113",0.716911071635395
"114",0.487430011114406
"115",0.904542517441334
"116",1
"117",0.73099928524059
"118",0.805353966857041
"119",0.506083279668991
"120",0.488508903335012
"121",0.162180319944364
"122",0.290007406490346
"123",0.702489140345799
"124",0.600484257106416
"125",0.189022228697341
"126",0.489996202166218
"127",0.749367978149289
"128",0.990420708346963
"129",0.292099291642628
"130",0.0919038087320957
"131",0.119267411357952
"132",0.183158500936189
"133",0.129337827530323
"134",0.126013914989932
"135",0.147297526966077
"136",0.569552713226822
"137",0.0868949495465061
"138",0.702113602277808
"139",0.632703827499748
"140",0.28679775719078
"141",0.151154212001428
"142",0.992182397820212
"143",0.000351826795116164
"144",0.11760316380487
"145",0.0706706312441577
"146",0.877633820436618
"147",0.751189924029304
"148",0.0805946623576283
"149",0.326821487160763
"150",0.0874716914786022
"151",0.609521420075521
"152",0.406470502947494
"153",0.0244696249857673
"154",0.94669419834492
"155",0.818625820229558
"156",0.0199553448184637
"157",0.503984160457155
"158",0.753482093497437
"159",0.355770551388766
"160",0.370350354743926
"161",0.328017850175713
"162",0.426018014278298
"163",0.224676822966851
"164",0.492772968651807
"165",0.62847888667901
"166",0.335186583964508
"167",0.623360004001506
"168",0.0241975661127355
"169",0.0836594618908888
"170",0.595328105451215
"171",0.601089671138982
"172",0.953627568464936
"173",0.756073956698453
"174",0.602747203577368
"175",0.0962102390396016
"176",0.924561235823149
"177",0.673835150179437
"178",0.266066094413651
"179",1
"180",0.129156649353179
"181",0.17811948698465
"182",0.194185874357494
"183",0.896436660255559
"184",0.751402525342208
"185",0.264402194046462
"186",0.930095426509407
"187",0.44030912760008
"188",0.211928052553955
"189",0.288361853767082
"190",0.339642705147551
"191",0.0129689106798758
"192",0.94020151246006
"193",1
"194",0.0468170224836695
"195",0.503345994876644
"196",0.123896353754546
"197",0.185349940715116
"198",0.793531068920239
"199",0.569969657671849
"200",0.715553240405735
"201",0.00154646316935415
"202",0.134074333248289
"203",0.918790781138356
"204",0.627891555222647
"205",0.0996772088957775
"206",0.779980526873449
"207",0.996585451138173
"208",0.79632670896599
"209",0.0304073925949091
"210",0.175014056605699
"211",0.608513394120631
"212",0.767255940226525
"213",0.493189773596078
"214",0.534294631557862
"215",1
"216",0.950555859054098
"217",0.59737309988293
"218",0.619602773215542
"219",1
"220",0.22755513924099
"221",0.920454350465424
"222",0.285584157633406
"223",0.266929736002415
"224",0.718270894453609
"225",0.712210368253086
"226",0.0622485836321533
"227",0.176435564219074
"228",0.877411055446551
"229",0.184547662462243
"230",0.919314803736586
"231",0.00250452302011353
"232",0.279530628785444
"233",0.138216200467073
"234",0.320844548890028
"235",0.575775967713782
"236",0.576962350328388
"237",0.360388585780418
"238",0.668065937429638
"239",0.275253240965191
"240",0.994345564729035
"241",0.994102735083221
"242",0.381571945029064
"243",0.146463736177064
"244",0.195272993362985
"245",0.200680830038206
"246",0.114719733030517
"247",0.890042537219844
"248",0.0342953544264692
"249",0.472418531730165
"250",0.841989722830641
"251",0.0350446155743623
"252",0.0977710842400002
"253",0.300457042229162
"254",0.316321033526421
"255",0.325240395892537
"256",0.751936561357568
"257",0.0266673173904797
"258",0.416669645377211
"259",0.179733376669264
"260",0.0213536895939966
"261",0.370531187495166
"262",0.912995364542906
"263",0.345929901378568
"264",0.884048505070436
"265",0.719761202773523
"266",0.909763464589043
"267",0.303687898392337
"268",0.0876571006575122
"269",0.907278747113941
"270",0.901360035089442
"271",0.203006014342334
"272",0.0396929966216488
"273",0.706286364791399
"274",0.303210094830969
"275",0.103265202074919
"276",0.302110465421416
"277",1
"278",0.04323785706686
"279",0.476417864344234
"280",0.0563217449971095
"281",0.24690408245296
"282",0.724156056042737
"283",0.439530667987588
"284",0.559867130119233
"285",1.07281109079969e-06
"286",0.44689874150538
"287",0.0715063306611521
"288",0.509580277123683
"289",0.0624057442664273
"290",0.669953630750109
"291",0.24497212517386
"292",0.4212334018185
"293",0.281830488122362
"294",0.614063748467833
"295",0.14064476490118
"296",0.899642478395567
"297",0.190374058503043
"298",0.116058099330486
"299",0.735267093931607
"300",0.240081982306079
"301",0.764651810401312
"302",0.0793448293818119
"303",0.119220655252255
"304",0.377928508289686
"305",0.00296039982197167
"306",0.0226481393788976
"307",0.63341033775895
"308",0.613959708375412
"309",0.35495146929711
"310",0.0466494756542775
"311",0.853913079332624
"312",0.0870003475788302
"313",0.151787479079596
"314",0.913532771377388
"315",0.907472982959321
"316",0.454190017335107
"317",0.0258207086083667
"318",0.780729489304811
"319",0.292581923330842
"320",0.589232560043011
"321",0.630846452245764
"322",0.386503195365276
"323",0.232827867601519
"324",0.0284270755398519
"325",0.0755211273587631
"326",0.698901598435532
"327",0.122562266938457
"328",0.95093391275864
"329",0.406630539034061
"330",0.266227994856922
"331",0.00352602588261906
"332",0.742398927183099
"333",0.395299654472339
"334",0.915967027359353
"335",0.24762952877386
"336",0.00657872504712302
"337",0.303749530277869
"338",0.00324586813738828
"339",0.356738487770919
"340",0.298839822672907
"341",1
"342",0.0326158106354768
"343",0.016816881948252
"344",0.655615052860137
"345",0.203461525039838
"346",0.939088395594774
"347",0.471270019855524
"348",0.826148670289921
"349",0.39367971437072
"350",0.542081305124653
"351",0.675775966692176
"352",0.116286563018822
"353",0.411721777848591
"354",0.603897356785646
"355",0.359929317062842
"356",0.0424526567944108
"357",0.761764246494432
"358",0.777281429586291
"359",0.056163361978611
"360",0.438010959933532
"361",0.329869279341136
"362",0.0586199320739701
"363",0.0385009181078165
"364",0.627357994612994
"365",0.783983183798945
"366",0.680035389818953
"367",0.175678043957301
"368",0.991646953431794
"369",0.915669088186737
"370",0.987769551906922
"371",0.826430334908601
"372",0.555778158995368
"373",0.644257678003161
"374",0.746737738832823
"375",0.52111309286531
"376",0.771665550207404
"377",0.0465846527801107
"378",0.138126239317115
"379",0.0175725060522631
"380",0.262066603497564
"381",0.517407875206378
"382",0.0902208747622017
"383",0.0890024447807212
"384",0.245664046167904
"385",0.993072506363282
"386",0.465190954697391
"387",0.520145725456648
"388",0.444539211677052
"389",0.382272441361603
"390",0.391554864616591
"391",0.618762219640271
"392",0.365088396348659
"393",0.934919947315912
"394",0.927256666146365
"395",0.614015089019758
"396",0.0577934295610092
"397",0.038912400243819
"398",0.865605119904866
"399",0.407739686494409
"400",0.445895351002746
"401",0.0403107833101705
"402",0.0346711846033314
"403",0.880240000788034
"404",0.019545283847657
"405",0.838378916266197
"406",0.823304166296562
"407",0.474698710041285
"408",0.94174472273098
"409",0.566113657661004
"410",0.430350926760416
"411",0.514392907364862
"412",0.450599300777885
"413",0.0317026023168993
"414",0.971275987239964
"415",0.601851254347886
"416",0.517628589029666
"417",0.164292286116059
"418",0.297299545456005
"419",0.0112095196268037
"420",0.758334244403582
"421",0.743731431986915
"422",0.0282845480575947
"423",0.245754633435154
"424",0.114498692949786
"425",0.494501089536892
"426",0.993800366261813
"427",0.575859627205437
"428",0.875758454434467
"429",0.121480979731066
"430",0.00489794835261514
"431",0.261802060683278
"432",0.545541810420036
"433",0.198330094804604
"434",0.337416447953837
"435",0.249050144565985
"436",0.227443897016307
"437",0.622209411372163
"438",0.0567879984543873
"439",0.341034814858961
"440",0.567687814176245
"441",0.0377187710156995
"442",0.921201390256112
"443",0.0356760175517968
"444",0.260746050452786
