"","x"
"391",4.53073277202194e-17
"392",1
"393",0
"394",0.00333816534298119
"395",6.25858113800049e-23
"396",9.32187560140507e-159
"397",1
"398",7.2260342819096e-49
"399",1
"400",1
"401",3.7872373074472e-290
"402",1
"403",9.94962037982055e-158
"404",1
"405",1
"406",1
"407",1.05803768317643e-107
"408",1
"409",3.82074534256772e-253
"410",1
"411",1
"412",1
"413",1
"414",2.88994568572507e-22
"415",3.11277244949127e-172
"416",3.54195089875508e-07
"417",1
"418",5.45181893688666e-23
"419",1
"420",1
"421",2.29213723013785e-66
"422",1.92097900339405e-11
"423",1
"424",1
"425",1
"426",1.7511318862182e-190
"427",0.000366877689486584
"428",5.55390562546764e-131
"429",1.95014828137592e-58
"430",1
"431",1
"432",8.16567348293274e-05
"433",1
"434",1.97644720340635e-126
"435",9.43796429179928e-90
"436",1
"437",0
"438",1
"439",1
"440",0
"441",1
"442",1
"443",2.22040745282905e-12
"444",3.21458280647227e-38
"445",1.66518077553688e-68
"446",0
"447",0
"448",1
"449",1
"450",1.6006761282119e-41
"451",5.01638175120907e-11
"452",4.78381580819482e-284
"453",1
"454",1.36037866858709e-102
"455",1
"456",2.93116462368901e-52
"457",2.54028989090571e-72
"458",3.96296353422348e-63
"459",1
"460",0
"461",1
"462",0
"463",0
"464",1
"465",4.36570128857554e-14
"466",1.44100524030151e-116
"467",1.80507655560187e-177
"468",0
"469",1.72050094419509e-109
"470",0
"471",1
"472",1
"473",0
"474",1
"475",1.02558874145251e-220
"476",1
"477",7.77334268570554e-39
"478",1.70129013051402e-139
"479",1
"480",1
"481",1
"482",1
"483",7.9347439771508e-49
"484",1
"485",1
"486",1.62198719617092e-153
"487",4.69669340482448e-127
"488",1
"489",3.59796202955171e-73
"490",1
"491",1
"492",0
"493",7.78546648523825e-23
"494",1.31250896802553e-68
"495",1
"496",6.03915646635728e-08
"497",1
"498",5.49569840514087e-139
"499",8.19998398386704e-05
"500",6.7360574027303e-17
"501",1.30428002535921e-08
"502",5.33712256550258e-293
"503",0
"504",8.15113389992321e-81
"505",1
"506",1
"507",1
"508",4.0962800270609e-58
"509",4.28514962751029e-212
"510",0
"511",2.45444026619653e-35
"512",0
"513",1
"514",0
"515",1
"516",0.00168518905192217
"517",1
"518",0
"519",1
"520",4.48435239744125e-72
"521",0
"522",1
"523",0
"524",0
"525",1
"526",1
"527",1
"528",1
"529",1
"530",9.83851278649622e-255
"531",1
"532",1
"533",1
"534",1
"535",4.64448841128988e-114
"536",1
"537",1
"538",1.90765211060497e-45
"539",1.43937303178675e-19
"540",1
"541",8.88214810953885e-173
"542",1.39217063696496e-202
"543",1
"544",1
"545",1.5318100922793e-209
"546",2.402960337883e-202
"547",1
"548",1.31090916680893e-30
"549",7.58210323503854e-110
"550",1
"551",1.0038405625269e-52
"552",1
"553",3.03195555194284e-52
"554",3.89966450774169e-109
"555",9.0346357844548e-80
"556",1
"557",2.07840451251972e-109
"558",0
"559",1
"560",1
"561",1.46494852204646e-29
"562",1
"563",3.63603365328747e-99
"564",1
"565",1.22138399504194e-121
"566",5.08326447857461e-56
"567",1.16182547274897e-56
"568",0
"569",1
"570",1
"571",4.01020950883817e-126
"572",1
"573",1
"574",1
"575",1
"576",1
"577",1
"578",3.14869178881582e-91
"579",4.75754629285475e-129
"580",7.49997349392441e-99
"581",1.69973747271943e-11
"582",2.90194622093017e-58
"583",1
"584",1
"585",4.08444736384986e-49
"586",1
"587",2.5580136804596e-09
"588",1
"589",0
"590",1
"591",1
"592",1
"593",0
"594",0
"595",0.00243760583199039
"596",1
"597",1
"598",6.98277161833877e-154
"599",1
"600",5.86597367318477e-44
"601",1
"602",0
"603",3.93222293179444e-34
"604",2.23904848159351e-221
"605",1
"606",1
"607",1
"608",2.60816452665057e-42
"609",7.48638067767103e-33
"610",1
"611",1
"612",1
"613",1
"614",1
"615",1
"616",1
"617",1
"618",1.12324904432078e-47
"619",5.56043846007822e-110
"620",0
"621",1.62874072847605e-108
"622",1.7315186435592e-314
"623",1
"624",2.72991511403615e-135
"625",0.0192596863771829
"626",1.60556078120617e-145
"627",3.94077317622782e-93
"628",2.38353950498115e-236
"629",1
"630",1.79431027035996e-54
"631",1
"632",2.95625535010477e-29
"633",1.21215255866146e-65
"634",0
"635",1
"636",1
"637",1
"638",1
"639",1.73730470887739e-72
"640",0
"641",1
"642",1.16800603884324e-160
"643",1
"644",5.16887723876859e-217
"645",6.9749900068446e-184
"646",1
"647",1
"648",1
"649",1.04184183418049e-62
"650",2.22024686787482e-132
"651",1
"652",1.04730011646902e-237
"653",1
"654",1
"655",1
"656",0
"657",1
"658",1
"659",1
"660",4.18352842006188e-97
"661",1
"662",1.78264424956405e-97
"663",0
"664",1.28088375176205e-259
"665",1.31693210062325e-17
"666",1
"667",1
"668",1.66135413055453e-124
"669",1
"670",1
"671",5.97303897844233e-76
"672",1
"673",1
"674",0
"675",3.81837468551127e-16
"676",1
"677",1.17994487345678e-12
"678",1
"679",2.8946906122619e-45
"680",1
"681",3.10813385894601e-78
"682",1
"683",9.83857036014238e-68
"684",0
"685",5.56538125050285e-150
"686",4.47936912412849e-101
"687",1
"688",1
"689",1.42592613016473e-55
"690",1
"691",2.11266364230606e-56
"692",1.34936563177352e-55
"693",1.83265292345107e-06
"694",2.45641336340032e-145
"695",1.77225484117734e-38
"696",1
"697",4.18044424170372e-76
"698",1
"699",6.26908487108506e-73
"700",0
"701",0
"702",1
"703",2.54256365009464e-56
"704",1
"705",1
"706",1
"707",4.63344098794018e-78
"708",0
"709",1.12857567209431e-73
"710",1
"711",1
"712",1.80561502241123e-50
"713",1
"714",3.68189591392981e-12
"715",2.42993930057123e-43
"716",0
"717",1.17010476255282e-163
"718",1
"719",1
"720",0
"721",1
"722",1
"723",1
"724",0
"725",1
"726",1
"727",4.61614763016348e-61
"728",1
"729",1
"730",1
"731",1
"732",1
"733",1
"734",1.70357514361756e-212
"735",4.62791439664136e-10
"736",0
"737",0
"738",1
"739",2.56039710965909e-38
"740",1
"741",6.47826801832877e-90
"742",1
"743",0
"744",1
"745",1
"746",1
"747",1
"748",1
"749",2.32519294311495e-78
"750",1
"751",1
"752",0
"753",1
"754",1
"755",1
"756",0
"757",1.6992588568778e-90
"758",1
"759",1
"760",1.31568670236165e-103
"761",1
"762",1.18874035718944e-282
"763",1.64478999764079e-102
"764",1
"765",1
"766",1
"767",1
"768",1
"769",0
"770",1
"771",1
"772",4.11403268221462e-61
"773",1
"774",2.66268602598958e-117
"775",1
"776",3.76457754525926e-44
"777",2.95487229299649e-310
"778",1
"779",1
"780",0
"781",1
"782",1
"783",1
"784",1
"785",1.71385529540576e-81
"786",0
"787",2.99979063616015e-71
"788",0
"789",1
"790",5.83109076056208e-213
"791",1
"792",5.90831433279897e-47
"793",1.96493107570842e-143
"794",0
"795",4.29648741217668e-113
"796",1
"797",6.48785657648702e-19
"798",2.19335452068487e-85
"799",0
"800",1
"801",1.90799469856205e-34
"802",0
"803",1
"804",1
"805",1
"806",0
"807",8.76331788477183e-13
"808",1.91789990915036e-23
"809",7.30663395074121e-149
"810",5.72886523170503e-222
"811",1
"812",1
"813",1
"814",2.66423042258765e-39
"815",1
"816",1
"817",0
"818",6.11975610034012e-314
"819",1.13043046176894e-24
"820",0
"821",9.88796623070323e-136
"822",0
"823",0
"824",2.27313562130479e-71
"825",1
"826",1
"827",1.82247454050761e-142
"828",1
"829",1
"830",2.73759688921354e-203
"831",1
"832",1
"833",1
"834",1
"835",4.16789593045237e-55
"836",1
"837",1
"838",0
"839",1
"840",5.88624195159578e-86
"841",1
"842",1
"843",1
"844",7.90949294791572e-126
"845",1
"846",1
"847",1
"848",0
"849",3.97055159365659e-44
"850",4.43746756539975e-60
"851",1
"852",1
"853",0
"854",2.67085115433296e-10
"855",1
"856",0
"857",1.98999811422804e-72
"858",1
"859",1
"860",2.24094509001058e-09
"861",0
"862",2.48682514999617e-53
"863",2.82270748236449e-96
"864",1
"865",2.73379870197002e-93
"866",1
"867",1
"868",1
"869",1
"870",0
"871",1
"872",3.21168714007996e-91
"873",5.93064763047299e-129
"874",2.41660805370771e-234
"875",1.1611179165345e-68
"876",6.47803222429719e-205
"877",1
"878",8.54401494903128e-32
"879",1
"880",1
"881",1.50967165390924e-71
"882",0
"883",1.5052118668909e-46
"884",1
"885",0
"886",1
"887",0
"888",0
"889",1
"890",5.11525755514687e-176
"891",1
"892",1
"893",0
"894",9.5465889168613e-174
"895",9.15699616263051e-97
"896",1.04314696912307e-07
"897",0
"898",1.91618313564416e-116
"899",1
"900",0
"901",1
"902",1
"903",3.95009586086192e-60
"904",1
"905",8.35765890589592e-10
"906",1
"907",3.06873255179401e-36
"908",1
"909",1
"910",1
"911",3.83329594854669e-155
"912",0
"913",1
"914",2.77396845051226e-93
"915",9.94214121081602e-81
"916",1
"917",1
"918",9.86926680853937e-10
"919",1
"920",6.42513344077549e-55
"921",1.44290731553826e-128
"922",1
"923",1.33577694285604e-270
"924",1
"925",1.22206853621909e-20
"926",1
"927",2.27727516095019e-43
"928",1
"929",1
"930",7.97550640410445e-19
"931",4.54958414753773e-141
"932",1
"933",1
"934",1
"935",4.24486601534253e-216
"936",3.38705167267647e-127
"937",2.34799247229149e-140
"938",1
"939",1.09818414760186e-20
"940",0
"941",1
"942",2.61734481893001e-39
"943",0
"944",2.24764976174882e-106
"945",3.12261018763193e-66
"946",3.13926196808939e-133
"947",0
"948",1
"949",1
"950",1
"951",1.46507921502229e-63
"952",1
"953",1.47255399007663e-82
"954",1
"955",9.43980609673712e-282
"956",2.2346742414756e-24
"957",1
"958",1
"959",1.71409504988195e-137
"960",1
"961",1
"962",1
"963",2.10332025014545e-80
"964",1
"965",1.2535491106227e-40
"966",5.83203084323152e-19
"967",1
"968",1
"969",6.7272856799192e-62
"970",7.39063783408018e-08
"971",1
"972",1
"973",1
"974",1
"975",0
"976",1.83798259883244e-135
"977",1
"978",1
"979",1
"980",1
"981",1
"982",0
"983",2.56811900285519e-105
"984",1
"985",7.90881759053366e-75
"986",1
"987",1
"988",1
"989",1
"990",1
"991",1
"992",1
"993",1
"994",2.42701868238881e-55
"995",0
"996",1.49645739719051e-14
"997",1
"998",1.59276245710799e-17
"999",0
"1000",1
"1001",1
"1002",1.01857047514837e-106
"1003",1
"1004",1
"1005",1
"1006",3.34385167371839e-112
"1007",1
"1008",0
"1009",1
"1010",1
"1011",8.79824108919851e-08
"1012",2.05840284038242e-96
"1013",2.22625626389883e-120
"1014",1
"1015",7.31298499629713e-129
"1016",0
"1017",1
"1018",1
"1019",1
"1020",0
"1021",1
"1022",0
"1023",1.99167787920981e-28
"1024",0
"1025",1
"1026",1
"1027",1
"1028",1
"1029",5.77461669827762e-15
"1030",1
"1031",1
"1032",2.14364013068695e-112
"1033",1
"1034",0
"1035",1
"1036",1.77308592984481e-43
"1037",8.31905976117049e-65
"1038",1
"1039",2.03194225592878e-172
"1040",1
"1041",3.9061240858547e-123
"1042",1
"1043",2.79370614598387e-71
"1044",4.5359159329701e-305
"1045",1.93226982996708e-56
"1046",1.11452988410729e-25
"1047",1
"1048",8.97259040278785e-35
"1049",1
"1050",1
"1051",1
"1052",1
"1053",1.68240815202329e-84
"1054",1
"1055",0
"1056",1
"1057",1
"1058",3.52086741494178e-11
"1059",0
"1060",9.04723442992086e-184
"1061",8.83109838744384e-164
"1062",1
"1063",2.18354448375925e-38
"1064",0
"1065",4.78685712898565e-09
"1066",1.62178005483947e-31
"1067",6.35368925520328e-37
"1068",7.26978238034801e-119
"1069",2.2939211827855e-28
"1070",3.679860705443e-20
"1071",1
"1072",1.07926462687434e-43
"1073",0
"1074",1
"1075",6.46720811488339e-39
"1076",1
"1077",9.18585581351502e-61
"1078",0
"1079",2.05251826162184e-36
"1080",1.82187595754547e-227
"1081",1
"1082",1
"1083",1.99773646038893e-92
"1084",2.01955365453409e-08
"1085",0
"1086",1
"1087",6.48284220715939e-142
"1088",0
"1089",1
"1090",1
"1091",0.00296364932674674
"1092",2.59547856377731e-21
"1093",1
"1094",0
"1095",5.29295005667263e-113
"1096",1
"1097",1
"1098",1.75740341107039e-123
"1099",1
"1100",1
"1101",1.40119434005975e-304
"1102",1
"1103",1.56750440353439e-205
"1104",0
"1105",2.1475955195747e-79
"1106",1.07055591248931e-165
"1107",1
"1108",1
"1109",1
"1110",1
"1111",0
"1112",2.17766680968638e-80
"1113",2.78099625778984e-151
"1114",1
"1115",3.56887772884822e-133
"1116",1
"1117",1.53419255875364e-184
"1118",1
"1119",2.44899553604308e-80
"1120",1.76189161889341e-130
"1121",1
"1122",1.40870581223083e-43
"1123",6.47253384030503e-66
"1124",3.11115168527056e-51
"1125",1
"1126",1
"1127",1
"1128",1
"1129",1
"1130",5.91177483408538e-84
"1131",1.22381771592818e-82
"1132",1
"1133",4.48811586578874e-166
"1134",1.51555335165446e-76
"1135",1
"1136",2.51851946033989e-85
"1137",3.77568805726454e-18
"1138",3.76574848996058e-125
"1139",4.48673025261296e-86
"1140",1.23426540454248e-76
"1141",1
"1142",1
"1143",1
"1144",0
"1145",1.34228145524788e-126
"1146",1
"1147",1.08015374991993e-12
"1148",1
"1149",1
"1150",2.96231656895819e-92
"1151",1
"1152",1.66971149570259e-19
"1153",1
"1154",1
"1155",1
"1156",1
"1157",1
"1158",2.06872773561886e-41
"1159",4.39086984201058e-12
"1160",1
"1161",8.69393147005479e-36
"1162",6.86951541927249e-214
"1163",1.22528280168629e-321
"1164",1
"1165",5.22507078689815e-14
"1166",1
"1167",0
"1168",3.97172625855055e-68
"1169",1
"1170",1
"1171",0.00281223132880939
"1172",1
"1173",2.09812049530519e-60
"1174",1
"1175",1.71251642860088e-09
"1176",0
"1177",1
"1178",2.27278304638043e-06
"1179",1
"1180",1
"1181",1
"1182",2.32021894848366e-89
"1183",0.136099013137514
"1184",1
"1185",1
"1186",1.322407739e-33
"1187",1
"1188",0.000556549126493727
"1189",7.1536312587713e-52
"1190",1.67912276519625e-95
"1191",1
"1192",1
"1193",4.83156981891017e-172
"1194",8.50336520011012e-98
"1195",1
"1196",1.69146546468934e-75
"1197",1.45675652563727e-29
"1198",0
"1199",1.44557468016205e-85
"1200",1
"1201",1
"1202",3.37474602626465e-216
"1203",0
"1204",4.41307885933513e-104
"1205",9.09037761258707e-90
"1206",1.02567099702085e-189
"1207",2.25229027896787e-34
"1208",1
"1209",1
"1210",4.7036812333887e-27
"1211",1
"1212",5.43361437402454e-09
"1213",1.50610786026935e-51
"1214",1
"1215",6.36951174372734e-194
"1216",5.71740470615555e-177
"1217",2.95110435746073e-33
"1218",1
"1219",1
"1220",1.1653012750314e-24
"1221",1
"1222",1
"1223",2.74853544129472e-191
"1224",1
"1225",5.60683910689652e-49
"1226",7.34832512089531e-76
"1227",1
"1228",0
"1229",8.6686386711108e-211
"1230",1
"1231",1
"1232",2.2261457361041e-58
"1233",1
"1234",0
"1235",0
"1236",1
"1237",2.08288482260374e-84
"1238",0
"1239",1
"1240",0.00134600680868633
"1241",3.12243181102873e-13
"1242",1
"1243",1
"1244",8.52289866488597e-108
"1245",7.24254631234015e-180
"1246",3.70851515911834e-18
"1247",1
"1248",1
"1249",0
"1250",3.63697608958793e-31
"1251",1
"1252",1.5566486767645e-35
"1253",1
"1254",1
"1255",1
"1256",1
"1257",1.18398113698937e-316
"1258",3.78181044197516e-62
"1259",1
"1260",1
"1261",1
"1262",1
"1263",1
"1264",1
"1265",0
"1266",0
"1267",2.52550918519702e-211
"1268",2.46479250413419e-14
"1269",1
"1270",3.70174302079022e-34
"1271",0
"1272",6.14651564599036e-130
"1273",0
"1274",0
"1275",1
"1276",1
"1277",7.21753237211847e-15
"1278",0
"1279",1
"1280",0
"1281",4.35363371145896e-14
"1282",1
"1283",0
"1284",1.12518027793128e-81
"1285",4.62447711671309e-38
"1286",1
"1287",1
"1288",7.8555844984646e-219
"1289",0
"1290",1
"1291",1
"1292",1
"1293",1
"1294",0.000451068641472845
"1295",2.06725935800948e-76
"1296",0
"1297",1.66936479421438e-195
"1298",1
"1299",1
"1300",1
"1301",1
"1302",1
"1303",4.59824374460347e-22
"1304",0
"1305",1
"1306",5.17157939459544e-82
"1307",1
"1308",6.90346171815904e-26
"1309",3.32592982188046e-46
"1310",2.18383611018745e-149
"1311",9.89637221832495e-06
"1312",1
"1313",1
"1314",1
"1315",1
"1316",1.7153494624462e-07
"1317",2.78279439392469e-20
"1318",1
"1319",1
"1320",1.6295208249084e-71
"1321",1
"1322",1
"1323",0
"1324",1
"1325",2.56672659694091e-127
"1326",5.15125398075548e-55
"1327",1
"1328",1
"1329",0
"1330",0
"1331",0
"1332",1
"1333",0
"1334",0
"1335",1
"1336",1
"1337",1
"1338",0
"1339",0
"1340",0
"1341",1
"1342",1
"1343",1
"1344",1
"1345",1
"1346",9.96313911384639e-152
"1347",1
"1348",1
"1349",0
"1350",1
"1351",0
"1352",0.0639774469092794
"1353",1
"1354",4.94887786932508e-42
"1355",1
"1356",1
"1357",8.84585633328888e-68
"1358",6.52928418941121e-05
"1359",1
"1360",1
"1361",1.40513750419109e-105
"1362",1
"1363",0
"1364",7.99859040825227e-61
"1365",0
"1366",1
"1367",1
"1368",1.05340339493873e-33
"1369",6.08229711300806e-27
"1370",3.45705893897331e-132
"1371",1.31325101616355e-164
"1372",1
"1373",1
"1374",1
"1375",1
"1376",2.58334694001043e-70
"1377",1.93615593371781e-263
"1378",1
"1379",1
"1380",1.44951318001875e-45
"1381",2.00378126559013e-50
"1382",0
"1383",1
"1384",1
"1385",0
"1386",2.74397530058495e-16
"1387",1
"1388",1.16597499842503e-33
"1389",1
"1390",3.48765091493329e-22
"1391",1
"1392",7.39849465634317e-81
"1393",1.16488863997506e-51
"1394",2.86714975184993e-06
"1395",0
"1396",0
"1397",1
"1398",1
"1399",1
"1400",2.15980740442818e-26
"1401",1.1374498386519e-139
"1402",1
"1403",1
"1404",1
"1405",1
"1406",1
"1407",5.96533759251971e-92
"1408",1
"1409",0
"1410",0
"1411",1.25707018463822e-269
"1412",2.06404462447346e-108
"1413",2.64038926129971e-81
"1414",1.42930964953497e-10
"1415",0
"1416",2.23095768637078e-82
"1417",1
"1418",1
"1419",1
"1420",1
"1421",0
"1422",1
"1423",1
"1424",1
"1425",1
"1426",1.51665511833532e-47
"1427",1
"1428",1
"1429",2.23926632204488e-235
"1430",1
"1431",0
"1432",3.60271303948614e-29
"1433",1
"1434",1
"1435",0
"1436",8.3099238616407e-42
"1437",1
"1438",1
"1439",1
"1440",1
"1441",1
"1442",2.28591917205124e-90
"1443",2.74299816823615e-128
"1444",1
"1445",5.58412137741818e-236
"1446",1
"1447",1
"1448",9.13108371607987e-69
"1449",1
"1450",4.43215140992108e-171
"1451",3.127363105259e-16
"1452",1
"1453",1
"1454",1
"1455",1
"1456",0
"1457",1
"1458",0
"1459",0
"1460",0
"1461",0
"1462",1
"1463",8.92825933495874e-33
"1464",0
"1465",7.65884489739077e-99
"1466",1
"1467",1
"1468",1
"1469",1
"1470",2.6999719966482e-65
"1471",2.32457709686866e-43
"1472",3.28531005787987e-301
"1473",0
"1474",1.48889913578943e-258
"1475",0
"1476",0
"1477",1
"1478",2.55316034727911e-22
"1479",1.57909894380636e-140
"1480",1
"1481",1
"1482",6.17701942946876e-20
"1483",1
"1484",1
"1485",1
"1486",0
"1487",3.16824080889343e-122
"1488",1.04874474883543e-40
"1489",1
"1490",1
"1491",9.64632583853795e-20
"1492",0
"1493",1
"1494",2.00447252132025e-29
"1495",2.09306496976036e-78
"1496",1
"1497",7.85336637372133e-100
"1498",0
"1499",1.77610549071868e-45
"1500",0
"1501",5.34883032745367e-275
"1502",1.42930964953497e-10
"1503",1
"1504",1
"1505",1
"1506",1
"1507",0
"1508",2.34523655335292e-123
"1509",1
"1510",1
"1511",1
"1512",1
"1513",1
"1514",1
"1515",0
"1516",0
"1517",1
"1518",4.93957769222981e-169
"1519",4.8398885540845e-129
"1520",0
"1521",4.0210312036204e-137
"1522",1.30608721492901e-51
"1523",1
"1524",1
"1525",5.79235707859939e-36
"1526",1
"1527",1
"1528",1.21084132170995e-80
"1529",1
"1530",2.41266647201143e-158
"1531",1
"1532",1.66982177307467e-76
"1533",7.20121349973728e-250
"1534",1
"1535",0
"1536",4.50011422030879e-39
"1537",1
"1538",7.71258909703122e-95
"1539",1
"1540",2.55833480191276e-39
"1541",1
"1542",1
"1543",1
"1544",1
"1545",4.71594714355754e-10
"1546",1
"1547",7.16520017216483e-98
"1548",4.9758285990693e-289
"1549",1.78948487168993e-236
"1550",1
"1551",3.35504512125695e-129
"1552",1
"1553",1
"1554",0
"1555",1
"1556",0
"1557",1
"1558",1
"1559",2.1604661612175e-69
"1560",1
"1561",3.41979127593824e-22
"1562",1
"1563",0
"1564",1
"1565",1
"1566",1
"1567",1
"1568",1
"1569",1
"1570",1.4309164108396e-45
"1571",1
"1572",1
"1573",5.37253274453474e-21
"1574",1
"1575",1
"1576",1.60096942533354e-151
"1577",1
"1578",3.35214699288196e-37
"1579",0
"1580",9.56151658520993e-88
