"","logFC","logCPM","PValue"
"1",-0.448654143136541,3.68032438669609,0.100326025894218
"2",0.497091021300097,4.13310751049555,0.0266197204178327
"3",-0.337438645657133,4.14799081220609,0.16829439078805
"4",-0.328452843879978,3.56236001008561,0.173434796433967
"5",0.508660005663622,3.63405534946012,0.0477149164039803
"6",-0.33278113234352,4.23434653177527,0.204677583931343
"7",0.15137909614602,4.74698843203491,0.478632670141029
"8",0.0772891743784403,4.53066652797853,0.710012223507932
"9",-0.339324139946664,5.06911897918459,0.136767567490349
"10",0.0187765200802676,5.60160399843755,0.930797866105688
"11",-0.329136547026537,4.94132607352902,0.108150615788882
"12",0.257400702477124,4.25525419877303,0.17248104522425
"13",0.0715898416047778,4.00346106340023,0.755736523997415
"14",-0.0523789825237853,4.10431167951194,0.87008761601539
"15",0.0241836119980502,5.48671781981549,0.939173004030243
"16",-0.268797546428438,4.00751274927365,0.224139511459301
"17",-0.129285361156825,4.0640291381874,0.663656175154645
"18",0.0343343610040842,4.52043014108257,0.893806804212995
"19",0.294103968907995,3.58944871531961,0.2985849799432
"20",0.129468827136919,3.93310602846771,0.515252103124317
"21",-0.735858456266564,8.69976011263794,0.0107978861267006
"22",-0.584427753569287,4.34059326571653,0.075384782524472
"23",0.11241684286771,3.62466367217803,0.662124331888051
"24",-0.457038786640623,7.18458250962825,0.13007846249704
"25",-0.0613293198264737,6.22719826306857,0.748281418536488
"26",-0.343404397099176,5.31579421534715,0.116361821113462
"27",0.555683650503452,3.89241726780278,0.0225336366324743
"28",0.326322453917813,3.08194695856749,0.280546941507193
"29",-0.763994991886472,4.57784795281294,0.00266177420467695
"30",0.0029062206766685,4.44283407105754,1
"31",-0.431345240981921,10.454400330337,0.0181847128591738
"32",-0.421303134717949,3.41127126972151,0.126937494530505
"33",0.91728396321235,3.31242700016228,0.000977347860109376
"34",-0.198883474499049,3.2416163477769,0.49735855174615
"35",-0.040388929045004,4.84597029939238,0.861127042535498
"36",-0.321503759541961,3.51165378483091,0.196824916506661
"37",-0.270411552645088,4.22956919393449,0.299788247495915
"38",0.0791512963148245,3.22730226119316,0.77937608362301
"39",-0.439554930260152,4.82723924099698,0.0495699129140478
"40",-0.0860432794194656,5.01468713181812,0.647741818576233
"41",0.00823540776660681,3.50754224612883,1
"42",1.45128200307199,3.62271687457972,0.000185074615279844
"43",0.306499813916025,5.1615002213036,0.116814914313074
"44",-0.160004064491968,4.21322341076985,0.508423531074595
"45",-0.233450844726274,3.63091031395169,0.374679734299685
"46",0.150932046051968,4.30515742628477,0.479165446163809
"47",-0.00711558304468037,3.41191573990888,1
"48",-0.00468772984916541,3.1778062687606,1
"49",0.493326612323045,3.48786930088069,0.0235224534396455
"50",-10.0441579761759,6.90446240585457,0.00367635867071161
"51",-0.333996023698191,4.27062364082825,0.268359478041135
"52",0.236720850008589,5.01853265755962,0.20568036786341
"53",0.445756720977164,5.47609980395033,0.0141055619527514
"54",0.340703317315694,3.66649104721086,0.10623966644302
"55",-0.0961112694970031,5.0208861120688,0.643922391603951
"56",0.309413563959467,6.3931244468824,0.106819438802259
"57",0.0130287414030888,3.87659682238078,0.990786496442851
"58",-0.368809443091802,4.58884779152041,0.104042946250977
"59",0.0411780520981003,4.21795906165307,0.892071792834876
"60",-0.00784849302957813,4.28052046397136,0.971402972884513
"61",-0.140219370666302,4.64336691743719,0.501449010264391
"62",0.175881620344374,3.45608279657786,0.537479103935019
