PGP1,GM23716,GM23720,GM25256,BXS0110,BXS0111,BYS0112,BXS0114,BXS0115,BXS0116,BXS0117,902,14758x3,14799x1,14824x13,14763x7,14739x3,14765x2,14710x6,14781x16,14746x8
5.232844333,6.152824,4.081099,4.210118667,3.061544667,1.941256667,4.018761667,4.552665333,3.282958333,3.1374,5.726885667,4.069613,3.171463333,3.363270667,4.875239333,4.239420333,3.159057,3.090767,2.211071,5.210643333,3.542196667
52.62764667,30.33953233,58.590511,44.78523733,84.89541367,66.79343933,78.093369,66.73394167,55.10442767,61.92000933,39.092335,36.820799,73.91075033,123.9873607,61.657585,107.2917557,179.2142535,93.07370333,18.059984,21.22129067,66.18589967
29.02238933,31.24402233,35.57910933,30.84756667,37.90510433,32.04312633,36.86186433,31.41911333,32.67645667,34.77535667,29.140164,34.80928,29.324385,36.72027067,35.767684,39.59049533,39.046818,43.04565933,24.426015,30.051727,30.77650417
24.77428233,16.18390867,13.788085,13.22381167,14.20520833,9.258241333,16.682727,17.493296,10.684841,11.789017,23.87894867,19.396532,23.32327467,16.046045,26.550491,22.27857733,19.999849,17.94005767,8.936053,20.151662,17.595065
5.533223667,6.638172,6.201149667,4.049317333,7.234781667,6.866401667,6.089224,5.456548333,6.27542,5.55849,5.187378,4.321634667,4.660189333,3.749967333,2.113251667,3.833585333,5.5540075,5.470391667,2.435809,3.253618,4.899783
3.690899,2.884505667,2.115967,3.121589333,1.911537,2.045176667,2.48235,1.241779333,1.658516667,1.484349667,2.416939667,2.081799333,2.033284333,1.601172667,1.562117333,1.925234333,1.0583805,2.103087667,1.762418,2.321832667,1.957253834
8.075850667,6.112176667,8.98787,7.994753,8.700909667,6.268114,10.14954867,7.349427667,3.721653333,6.139285333,7.601932,6.870545333,13.995819,15.455329,13.506569,16.01758967,13.3882835,14.62856,7.16577,9.120430667,10.73057067
7.287603333,5.572968,7.261648667,7.307105667,12.163899,11.21789067,9.979815,8.516619667,7.564472333,7.880906,6.321879667,7.132592,6.274950667,13.00606767,5.672182,9.186453,15.8080805,10.84174033,4.29389,4.164589667,8.449657667
673.083587,506.273825,571.619337,685.7746183,621.66639,534.933823,645.591298,586.8676423,399.9790077,479.5052663,776.3426033,702.5992957,818.999055,824.2422627,820.4452683,962.9009513,863.5355695,1082.806016,500.308676,550.7064893,634.2879452
3.857877,3.316355,2.468257,2.308606667,1.648699333,2.594675,3.228734333,2.646259333,2.088957667,2.531519333,2.886510333,3.104217,3.911413,4.808009333,4.257643333,4.122399667,4.275468,3.403526333,3.666296,3.164165667,2.958215166
4.251237667,4.047356,3.944171667,5.205106,2.623416667,1.683207333,2.731653333,4.523402333,3.218439,3.747758667,3.462635667,0.694902,3.614668,1.074849333,2.790725,0.822870667,0.7357535,2.105919,0.504194,1.700476667,2.5225925
1.90031,2.097624667,2.284442,1.908713,2.445381,2.293002333,2.392126,2.706285667,2.550748,3.196437,2.3022,2.438063333,3.30006,1.956335333,3.910544333,2.942588667,2.235263,2.255933667,2.516773,2.645924333,2.6478385
13.35362367,14.011177,14.41617667,9.704298333,10.50721033,8.710254667,14.79541533,12.061459,8.531832,10.17427933,13.44493033,11.18502,11.05831933,12.71216633,13.31980067,16.27977633,11.274254,14.32513833,4.268126,12.37550033,10.4982735
4.275841333,2.985059667,3.378762333,3.058064667,3.052247,2.913636667,2.898325333,3.134737,2.774010333,2.588848,3.810833333,3.144873333,4.200409667,5.282022667,4.855910667,3.839292333,4.0895425,4.51837,2.623746,3.303867333,3.417350167
5.822776333,4.974055333,5.621561333,4.845911,7.943250333,7.176877,7.771463667,6.972074333,6.752148667,6.531282333,5.499819,6.853844333,6.649289667,6.095281333,9.270943,9.354025333,5.8536345,9.290543667,6.923443,8.827107,6.232157834
3.140556,2.940693333,2.974137667,2.493573,1.990032,2.341359,2.95945,3.085706333,2.361404667,1.575965667,2.562875667,2.869548667,2.459014,2.963867,2.327566333,2.429122,1.7853415,2.651492,2.1168,2.878118,1.8341635
11.16776767,9.924288333,11.621304,9.927547,9.828626333,9.123595333,11.71073933,12.07387867,6.957900667,8.032270333,11.90782533,10.06043933,14.329912,18.324436,16.292758,17.135218,15.356413,14.61888867,8.398765,10.19317167,10.32566584
16.35655367,14.52545467,11.227367,12.71848433,11.68954967,9.759400333,15.89494267,16.81406167,11.00809033,10.89705767,17.45941233,11.29631767,14.69028567,12.32461,19.02352033,15.495531,12.617895,14.032415,7.879783,17.725573,10.885105
5.127413333,5.759197,3.425420667,3.778001667,3.927266333,2.722031667,2.968837333,2.419414333,2.384704667,2.644687667,3.110693667,3.012855667,3.099414333,1.744577333,2.599482667,2.878137333,2.477195,3.897213,5.425746,6.878101,2.9997375
7.091384333,3.837016,1.555124333,9.551969667,11.649069,2.688312,2.844302333,5.047286333,6.609916,8.667465,1.064073667,0.275984667,1.684984333,2.190329333,2.633309667,2.843847,1.644428,1.556134333,0.227593,0.756737,4.746287167
17.55769167,23.03050233,18.40203067,15.789464,12.40215567,15.58188767,15.18384867,15.80877433,16.094789,13.11232567,15.60968733,22.03094567,11.43409333,13.47551433,12.715464,10.56539067,9.724941,15.05164533,14.100488,17.87777333,10.55758017
7.95311,7.05756,7.434543667,7.518847,6.012987,7.948081,6.700652667,4.633239667,4.802849,5.693194667,5.478150667,7.837178333,6.271676333,7.376110333,5.936253667,5.478156667,4.6891805,6.499095333,8.50943,12.32213433,7.878708
4.620110667,3.719164333,3.350645333,3.612992667,3.774941667,2.919647,4.369369,3.389011,2.756845333,2.587788,4.792168333,5.147422,5.866634,5.958215,4.530606333,3.893546,4.461121,4.214946333,2.350967,3.719593333,3.232806666
10.450699,10.145213,8.594837333,8.125382,6.184939667,6.812357667,7.166314,6.341971,6.297536,5.687315667,8.822892333,11.55469567,6.362157667,6.407878667,6.884970333,6.727753333,6.2637035,7.933839,4.552714,8.834519,6.565827167
1.858879667,2.441485667,3.821877333,2.585632333,3.992188667,3.944535667,4.049724667,2.940525333,2.754707333,3.217342,2.368198667,2.059809667,2.422477,3.979384333,1.927623667,4.546814667,2.4554515,4.527101667,1.617757,3.707575667,2.317364167
1.273038333,1.728772333,2.792510667,1.793364667,2.462799,2.934994667,2.998486,3.020893667,2.226505667,2.301239333,2.579352333,1.814258,2.055634667,3.643088333,2.270825,2.507791,2.130585,2.853534,1.539039,2.212284667,1.7872975
4.270255667,3.602295,4.452323,4.276435667,3.458454333,3.110180667,3.940622667,4.871231333,3.862756333,3.109092,4.128232333,3.298217,2.328529667,3.597694,2.672706,2.179053,2.442701,2.255813,2.801873,3.635585333,2.935676666
0,0,0,0,0,0,0,0,0,0,0,420.323466,0,0,476.625821,0,0,0,0,0,326.3617154
5.464625333,4.049336333,4.876985333,7.666549,9.416973,6.205600667,11.31620233,7.849587333,3.987023,2.680459667,6.956976,10.53474167,5.291003667,12.29681633,10.568106,12.77132367,14.254153,9.357302667,1.749768,3.274260333,5.697414335
15.158372,13.871116,12.49218567,14.005946,13.39711167,14.71720067,13.157163,16.81897233,16.42622733,14.22154,15.01421767,14.16574,13.35180767,11.97246033,13.995883,11.90953767,8.7351105,11.84591333,12.250175,14.067116,10.52941717
24.57895833,17.47938667,20.50064767,24.21313567,21.32329067,23.476093,24.606579,25.413574,18.83321967,15.55699733,22.22497533,24.59455167,14.91323767,25.00439767,17.97803167,9.324090667,12.635177,15.88542867,14.00064,16.08012467,15.97957284
4.170708,4.138797,5.088883667,3.954505667,3.792197,4.021311667,4.773155333,5.992449,3.930951333,5.482321667,5.298459,2.608579,1.764904667,6.177249,3.981308,3.817192667,4.0464915,3.714764333,1.809457,3.826518,3.324451334
15.081331,11.19954767,13.44021633,13.01486233,14.12842167,14.50520533,16.090443,14.59292033,12.87395067,9.514185,11.07870233,13.229653,14.48459367,19.41927167,14.710217,15.34399067,16.0283875,15.98960367,7.170478,11.217067,13.26720934
33.15065133,38.36641533,40.97196833,33.63806567,38.30020033,41.01453767,40.467967,46.09431667,56.158371,40.71797067,44.322367,35.53343533,45.66685867,35.279697,35.91818067,33.127563,33.2436575,35.83150333,23.260725,27.906086,29.1893205
5.591486333,4.574700333,3.859135333,5.451287333,4.854064667,3.904802,4.694265667,5.066762333,6.183775333,4.589680667,7.862656,5.098335333,6.889980333,4.856227,5.430509667,3.179818333,3.918147,5.054096333,4.021369,7.270302667,3.38149
13.749358,8.550236,8.384069333,7.760904667,8.775545333,6.937645,9.368136667,9.128933,6.907935333,4.668935,9.205463333,10.173694,13.92217233,15.93189633,11.502624,12.64142467,9.61204,12.249935,4.41101,7.592469333,10.70444517
6.109169,6.843319333,5.528552667,5.903365,9.916600667,8.191131333,7.166834333,6.292518333,6.323496,8.108231333,6.374444333,4.81712,6.592913,7.736343667,6.927929333,7.127353667,8.015646,7.932039,4.140281,5.497942667,7.350368667
8.594427333,8.642673,8.080437333,7.996756,6.203010667,5.193251,8.398786333,7.511423333,6.119096,5.497524,8.754953667,7.31642,7.211899,6.630862667,8.509942667,7.915733,6.206084,8.268809333,5.535495,8.741322667,7.291140167
13.36773667,12.36267767,9.265332333,8.370416,7.623684,6.601147667,10.12043933,10.75575933,8.553313,7.283748333,11.97843367,10.99937933,13.057206,11.92784267,12.788427,9.468793,9.5498595,9.202913333,8.37647,12.06267867,8.582951835
3.193861333,3.515737667,2.464821333,3.645372667,4.271108,3.891472667,3.364972333,4.03023,3.837552,1.875883,2.951365333,3.272051333,2.144131667,4.165969,2.922837333,2.732865667,3.2789155,4.253955667,1.514308,3.068463,3.5498385
6.898881,6.614051333,6.380634333,6.678215,6.977467,7.778191,7.850816667,6.941927667,9.172519333,9.033246667,10.28772667,6.593388667,7.271616667,5.684053333,6.499448667,6.608897333,4.45578,6.676676,5.991669,7.549543667,4.922233
1.156889333,1.078311667,1.267576667,0.489247,0.892385667,3.641713,9.473389667,7.715562,9.412835667,2.933108,7.342208,10.50822633,2.346924333,1.798160667,0.357876333,0.443553667,1.9305235,5.746273,13.643874,18.78476367,6.115837
14.358841,11.129435,13.56994067,10.72996133,10.54709133,9.925147,12.98374667,12.91763367,9.878013,9.373845,15.32052133,11.94525567,9.680389,14.13316967,13.62117567,12.02369033,9.9582545,11.90291967,7.544281,13.61893333,9.3655225
5.630898,4.883449667,6.275403,6.204076333,7.578385667,8.719986,6.757947333,8.099314667,7.705139333,7.073313667,4.583648,4.875637,6.703724333,7.977975667,5.957623333,7.945685,10.9670265,8.562475,0.034127,4.263028333,3.641562167
9.796905667,14.51614567,8.960590667,8.785338333,10.610567,10.57846967,11.11441067,9.607882,8.347648667,10.03098033,9.900515,9.7408,8.274379333,8.405908667,7.448466333,8.720908667,6.855054,11.02711267,9.476418,14.476007,7.076128
9.097708,11.77089867,9.456363333,8.952532333,10.41484433,10.309742,9.628948333,8.729313,8.691237,9.014061333,7.5294,9.662278667,6.740552667,7.474142,6.259402333,10.52006033,7.2519095,12.509825,8.833654,11.60540467,7.640158334
1.847175,1.124259667,2.099255,2.389790667,4.168089667,4.373990667,4.061114,3.515189,3.104017,1.718079,1.369659333,1.156407667,1.422921667,2.542313333,1.757601333,3.213571,4.2236045,3.120027333,0.250933,0.836361,1.6964225
10.235187,6.300884,8.812839333,8.571265667,7.45023,8.924436333,9.469039667,9.638407,8.583972,7.034917,8.496443333,8.544866333,11.954225,11.72651867,11.26864033,10.57655967,10.783828,10.98886133,6.072325,8.450718667,9.882763335
12.51495233,11.09183167,8.123481667,7.018932667,13.77636333,10.99713333,12.18193167,9.274419333,9.938892,14.54701033,11.87597267,8.839735333,18.504176,17.65577067,11.60303667,9.383244,13.1698845,15.56338567,11.760577,9.417474333,15.56360867
86.79332733,80.729423,63.932104,77.608366,75.30427233,78.29287667,75.59693933,87.722343,100.7076073,75.039019,81.33646733,64.079709,86.45805667,51.68964467,62.69804567,50.093331,51.6707605,59.75330133,52.608196,60.37230933,54.39271334
23.399323,21.56964933,18.20801667,15.11628233,13.41184833,14.19482433,17.401374,14.44766133,12.226196,10.97943233,17.92657,22.36655767,27.93697733,25.222313,25.881477,16.74314233,20.4974415,19.86611167,7.407601,19.92790267,17.42773617
2.617864667,1.371085333,1.441245333,3.462991667,2.461092333,1.625542333,2.979853333,3.026753,2.458578667,3.667417333,3.114285667,1.822597667,1.57171,2.517345667,3.027847667,1.320996,1.7907915,1.906809333,0.756061,0.905180333,2.2226565
4.690573667,2.335668667,4.458118333,4.359818667,8.660556,6.104032667,5.477192667,4.542597667,2.888256667,3.636362667,3.867626333,2.154783,4.454764333,7.154373667,6.175392667,9.020203,8.774933,6.486606667,2.648497,2.975119,5.179300834
14.07554333,13.79580833,13.35149933,11.46074133,15.03904933,13.002814,15.95827433,13.444542,14.342472,12.26750633,12.61366733,14.76184833,13.30485767,16.26144633,12.24850867,16.239718,15.1886095,16.748014,8.565957,10.25441067,11.323272
6.182419,5.602012,6.686164667,5.300584,5.511384333,5.939090667,6.531696333,5.459761333,4.575764667,4.291471333,4.465620667,5.513220333,4.899719,5.793271667,5.068898667,5.510240333,5.1802075,7.382939667,3.883939,6.252139333,5.2383875
36.71720867,32.82259167,21.59496867,33.20473233,44.04881933,30.14975067,31.01340567,36.35357233,42.783748,48.778517,32.801349,31.46244067,47.86052533,37.37243367,34.57391967,29.50559067,33.5816745,35.72408467,25.013228,24.92325267,34.7017775
4.022690667,5.429296333,2.827832333,3.232564,2.429067333,3.151165,5.076619667,4.263052667,4.493531667,2.795205333,4.643201,4.860974,2.584235,2.180714,1.874638667,1.526632667,1.6134065,3.742587333,5.825579,8.933307333,2.643760834
3.130022,3.122952,2.388214333,2.412553333,1.455851333,2.203013667,2.442212667,2.292101333,1.910586,1.953843,2.269402667,2.158861667,1.662899333,1.317453333,2.110338667,1.936348333,1.4468155,2.278011333,1.752845,3.963912333,1.941279667
17.283733,14.22885233,13.190734,12.19201067,13.569379,9.704232,15.77325633,16.038641,11.563179,10.77114167,18.773942,15.38613467,19.821898,18.66150733,20.22128167,22.346267,20.7803335,17.532348,9.213829,15.852457,13.11037734
3.299495667,3.951481667,4.266167,3.607549,5.009158,3.848361333,4.210716,3.313762333,2.309941333,3.476689333,4.080316,4.299031,5.495323,5.600870333,3.568538333,3.926667667,4.5694655,4.880723333,4.2193,3.416757667,2.927321
18.13864933,15.22119133,11.94560567,11.90327533,12.43863867,7.62061,13.30693833,14.949742,10.58522167,13.35607933,23.39234233,14.665737,14.859038,14.315885,17.96501967,18.35299333,14.0020195,14.40872967,14.500554,18.59645933,13.02944317
6.162696667,8.194437667,4.856039333,4.933628,3.562461333,3.511690667,3.983199,5.160366667,3.045283,3.598752333,4.574506,5.285109333,3.242077667,2.488976667,3.179749667,2.167851333,1.9948365,2.793413333,6.130577,6.976943333,2.9126865
2.697293333,2.145484,2.561372,1.627302333,1.973508,2.043299,2.754229,2.324086333,1.751005667,1.238612,2.184475,1.598139333,2.608888,3.757863667,2.401759667,1.858134667,1.97014,2.357456667,1.306564,2.744943,2.0076005
2.466378667,3.756796333,2.613120333,2.172390333,4.178451667,3.015257667,3.728301667,3.032707,3.81048,2.030705333,2.130208,3.492276333,1.87826,1.084491667,1.998978,2.062925667,3.269958,2.589966,1.482573,1.728259333,2.035245
6.431258667,6.749353333,3.551540333,4.755604667,2.548239,1.909296667,2.444014333,3.766628667,2.334694,2.790588667,3.756273667,2.413148333,4.100435,1.364957333,4.113802667,2.840195,2.8171465,3.258200333,2.575855,2.957227667,2.763745834
110.080396,56.51441967,58.66722367,94.36539533,94.160184,77.06435867,119.8547517,80.666658,46.98767,95.20023933,113.7523107,95.745244,108.9125053,109.0474537,55.14401833,111.8925887,174.4453925,121.5767493,82.364766,86.16443467,143.9350072
7.859758333,9.694846,5.119840333,5.404701667,4.474126333,3.242861667,5.067414667,5.348262667,3.621987667,4.191165667,7.028535667,5.620070333,5.079049,4.883414667,4.987581333,4.501645333,3.868115,5.172655333,6.201884,9.520015,3.728943166
3.42308,5.945370333,2.605236333,1.499809,1.720453,2.184241333,3.027233667,2.924726,2.56241,2.361827333,3.644149333,2.088629333,1.563163333,1.961503333,2.366306333,2.261514333,1.81918,1.608290667,4.072929,4.393290667,0.937455167
10.84363433,13.97991467,2.662550667,6.579720667,3.009608667,3.729926667,4.29678,5.868569333,5.347876,5.185077,8.884762667,8.042697333,5.243767667,3.312026333,4.031228667,2.309212667,2.288932,4.214732,10.784449,17.09578,3.517168334
24.230798,23.085758,22.87778333,18.332455,17.141051,19.569885,22.64337267,23.89836833,21.01399433,18.12634133,24.38053433,25.507166,25.20775567,33.00537133,25.49512933,23.83737467,26.688338,23.71456333,18.978023,21.86697167,16.96016667
3.178058667,0.778699667,2.302116667,2.553694667,1.553717333,1.629558,2.186174333,1.764518333,0.748039667,2.021128667,2.544010333,2.905914667,1.470532667,3.016098,5.950274667,12.182947,1.989399,1.824118333,2.039803,2.549045,3.2650505
52.84696867,18.94346133,36.11965033,34.92693633,31.09978133,28.18646333,41.96255667,32.37558167,36.20619,47.36521567,56.32946233,40.21987167,47.5594,36.371462,73.79743133,86.405808,47.9789855,55.48958633,30.665165,40.10182367,68.47448933
3.33331,2.886338333,4.842554667,2.920073,2.583122667,2.591442333,3.280379667,3.533042333,2.807891667,1.911621,2.548817667,2.208709,1.604760333,2.478425667,1.43865,0.817809,1.4724475,1.701698,1.186707,2.016758333,2.191278334
2.456729333,7.203149,12.63683267,3.675652,6.239330333,3.450352667,4.857978667,3.730243,2.214019,2.185158667,3.019853333,4.687184333,4.782537333,6.786062667,4.911974,11.805816,14.0506315,7.253627,0.213807,0.592066,2.345161834
0.300333,0.210425333,0.924554,0.978454333,1.433842667,1.066358667,1.193901333,1.369586667,0.141374,0.124107333,0.871276,1.146175,4.191887667,17.40608833,1.50141,4.584776667,3.770773,3.784803333,0,2.13E-05,0.347287334
2.165794667,1.030975,5.326427667,3.048006,4.553443,5.221826333,1.991672,0.786536,5.098180333,13.14186533,42.52248533,10.17482567,2.961616333,16.03208467,3.164445333,94.00713533,3.6583815,12.319531,1.584689,0.841758333,2.711393166
2.693581667,2.923781667,3.268233667,3.239684333,5.03495,3.977964,4.102711333,3.271197667,3.525508667,3.934802667,3.636416333,3.056212333,2.840100333,4.327937,2.442078667,3.548881,4.775107,4.333445333,1.87089,3.069146667,3.192553
2.804809667,3.440928667,2.212772333,2.995241667,1.294972,2.142930333,2.626285333,2.212560667,2.813274333,2.131621667,3.432557333,3.689968667,1.409021667,0.442598667,1.063274333,0.407695667,0.825219,2.304599333,4.783268,7.928114,2.000372
9.313309667,11.56117667,5.759587333,6.620323333,9.203672333,7.309817,9.435045,7.560824667,6.736362667,9.190871,9.66213,9.491602333,4.867577,3.841754,4.000904333,3.982946333,3.4775705,6.931715,8.826202,13.964663,7.374571667
381.9653683,350.0174457,218.2971153,237.5990013,242.53303,166.927015,251.6686147,326.9791047,270.6664913,205.419507,379.387963,291.0378417,383.0096583,240.6457393,396.091729,390.1710513,265.748723,236.2970807,140.995524,279.563591,256.9032747
4.511263333,5.506124,6.33315,5.523650667,8.433921667,8.129823,7.805834,7.063518333,6.535374667,7.227645333,5.086717,5.759070667,5.973013,10.19296567,6.759426333,9.712712333,11.751685,8.705532667,3.104674,4.653588667,5.585224834
3.775145,3.844385,4.559983667,3.417273333,3.268542667,2.887847,4.215975,4.293127667,2.958938,2.979843667,4.363742667,3.250220667,3.629839333,5.417198333,4.035578333,4.990847333,4.0332925,5.039121333,2.421376,4.122587333,2.841597834
9.609814333,8.551431,6.598714667,5.510486,6.424791667,4.96471,6.949492667,7.799453667,7.380039,6.110581667,11.37720567,7.889152,9.965041,6.80712,8.832698667,7.460688333,7.4470945,6.743968,5.436072,7.828763,6.560281667
236.7729313,173.3671943,162.3997217,148.6281993,175.2629417,110.6412553,203.8746293,211.163899,149.274408,169.4659547,311.381935,211.1468827,263.360335,224.1416717,270.1188953,227.3165977,223.900829,196.560834,155.507116,250.1531097,179.7782337
2.031136,1.653691333,2.96697,1.851981,7.933607667,10.88053833,7.175233,7.089655333,10.53161533,5.046702,1.593911,0.896704,1.536887,2.107195,0.697975667,1.337689333,2.264389,3.369642333,0.32416,0.868295,2.560139667
12.66870467,19.45295433,5.851214333,8.992542667,5.483226,5.125962333,6.010423667,7.966632667,8.444988667,7.845065333,10.321495,10.58673867,5.539991,2.292693333,5.598001667,2.267114333,1.7125685,4.573174333,9.687925,17.68975767,3.512889834
4.191996,1.813319333,2.510329333,3.467588333,3.934051,1.860152667,3.677484667,2.716956,1.368530333,1.083306,0.970977667,1.241152667,2.320202333,4.902563333,4.201024,5.125984,6.580047,4.524416,0,1.082942,2.868473
3.274204667,4.624467,2.183895667,3.053489667,2.427052,2.328421667,2.134257667,2.614352667,2.817892333,4.06806,3.380779333,2.242707333,6.240955,1.468406667,2.269925667,2.350553,1.917841,3.514589667,0.98911,2.055029,3.5649955
8.462547667,5.325271,6.913792,6.520442667,5.323150333,4.115954333,6.434686,5.687683667,3.805299667,7.263465333,7.599383667,3.738093333,5.632971667,9.879487667,4.294577667,13.895171,5.0890285,11.61756067,2.21961,6.116753,6.049150334
19.735113,20.81453533,19.59840633,17.607181,21.47736433,20.461693,21.113137,16.733698,15.852163,20.093629,16.42883367,21.50987167,19.07493833,22.73203233,16.08463467,19.78467733,22.70075,22.798139,18.756609,20.19858133,22.37386
18.097458,20.32770167,19.808802,16.40253833,23.054646,19.99539967,20.743589,19.43061733,17.47159833,20.70066,17.25780767,20.38927267,20.65744467,24.29614067,17.87383833,20.312938,23.0239405,21.24903967,12.464996,17.96753733,18.70748084
5.364558,3.96001,3.737346333,2.773540667,3.266552,1.986669667,3.910627,3.846553333,2.394036333,2.503236,5.062918,3.530984,4.022645333,4.035924333,4.703173667,5.300053,4.4246695,3.941038,0.926528,4.459515333,3.932724
4.767023,4.816503667,5.731627333,4.78359,4.383227,4.814938333,5.479828333,4.985079,4.059736333,4.866439,5.245695667,4.070732333,3.573692667,4.325662,4.486822,5.789392333,3.3274975,5.969274333,3.69622,6.452288333,4.007233834
