"","logFC","logCPM","LR","PValue"
"5948",-14.5111802484747,5.22560844385531,2019.02964970376,0
"5949",-13.4376694940039,6.67331109096531,2125.73611467599,0
"5950",-15.2918666440416,4.95553826580939,-77667603.9712534,1
"5951",-14.6362415799081,5.38183639871584,-77614469.5708788,1
"5952",-14.3502833783668,5.57052540464267,-77580334.5562015,1
"5953",-14.2996947393804,5.78939820270502,-77574907.6484259,1
"5957",-16.4135201396423,5.01473626408341,144.691913067895,2.50793850917718e-33
"5961",-15.4210198077316,4.82923709480395,-77675755.7379908,1
"5967",-14.9333279285683,5.14467917076844,670.593736408586,7.42139290296979e-148
"5971",-11.2131951402254,9.32194017776768,27.3320588626553,1.71346876979139e-07
"5979",-13.8344091028107,6.17632898102901,13998.5339129774,0
"5980",-15.2278273625681,4.87083792678955,-77663946.9699094,1
"5987",-15.3964807736377,4.73479777294334,-77674288.9245299,1
"5990",-15.951897373636,4.68950817756575,1427.36919369822,2.3718430082204e-312
"5991",-14.7040353598624,5.05937188386564,1852.38511779002,0
"5992",-15.2099092638618,4.93119037831164,-77660868.7172244,1
"5994",-15.439973377531,4.75213194549831,-77677383.5118702,1
"5995",-15.6840422194342,4.74703565581373,1104.45819353722,3.54750988598677e-242
"6005",-8.14792091900347,11.6277235670929,761.86852536334,1.05386168381501e-167
"6006",-14.7591373818393,5.48066856563074,8570.28012951249,0
"6008",-15.5035135131157,4.72751865746487,-77681196.1144096,1
"6009",-14.1999541004417,6.24173873165151,545.218100750597,1.38119723985209e-120
"6014",-15.6993790641642,4.78072909880631,-77691953.9328201,1
"6015",-15.6103768510821,4.84602160352501,-77689763.4101065,1
"6019",-11.5503810434504,8.40435547319168,1370.65002609288,5.01520879825134e-300
"6020",-10.3850092872911,9.43525356103677,726.820244474307,4.4016987179775e-160
"6022",-14.134110152128,6.0487354575433,7053.33787935952,0
"6025",-14.9287227436168,5.23397397549928,-77640702.8272485,1
"6029",-14.5764969773213,5.12326407752928,1931.07455814194,0
"6034",-15.6704570855086,4.82247810996309,77.3601157286729,1.42463199592909e-18
"6035",-15.2293867343107,4.88395387219595,-77663059.102117,1
"6040",-15.3714411933547,4.54427473071582,1942.48967310336,0
"6044",-14.3070363732437,5.66311689128883,-77573814.1404002,1
"6048",-15.6832235994348,4.85282179652438,298.244640228306,7.94710267048012e-67
"6051",-15.6184468976525,4.74185595508996,-77688602.1493524,1
"6053",-14.2047765620988,5.45582109233197,886.157002525283,1.00264654999231e-194
"6057",-13.7692339767601,6.05422147841457,90706.4969588435,0
"6059",-12.5843526952808,7.22428114219388,2750.66708103264,0
"6062",-15.2880857595096,4.91310279061123,-77667888.9909663,1
"6064",-14.2763045754366,5.7851584325547,7313.10348280995,0
"6069",-14.680079606116,5.71320514239395,-77619147.8154516,1
"6072",-12.1376751440604,7.77237342586231,48.5390365208234,3.23779335529565e-12
"6073",-15.495878140832,4.55859958716707,-77678743.8136587,1
"6076",-15.4543131668233,4.88299381154042,-77678799.8183565,1
"6081",-15.4310298138687,4.85407445190425,-77676151.111846,1
"6085",-14.8202246656082,5.32293281366278,-77630342.1274657,1
"6088",-14.5758282258771,5.95529656900258,946.821335537242,6.51190229301079e-208
"6089",-14.1027133213912,5.80788725594747,22941.5857305863,0
"6101",-12.7864052630807,7.12729358090287,507.918902849503,1.79888588429575e-112
"6102",-14.1398782899098,5.88591547285209,-77552611.582745,1
"6104",-15.4988383910962,4.55774432679214,-77678147.8543127,1
"6105",-14.7426904853131,5.43068210682388,-77624035.8890786,1
"6109",-12.9849026412212,7.09387120373483,496.82165761423,4.67216117095918e-110
"6113",-15.3369522494101,4.79233105276259,-77670062.5982741,1
"6115",-15.5332662553943,4.73238278343455,-77681919.9157841,1
"6118",-13.0623349139248,7.26491871867979,454.207124662966,8.76068764466174e-101
"6120",-14.6786848074373,5.27708445237427,6229.55723440246,0
"6124",-14.9987893586414,5.31177004729368,886.521206219325,8.35551088252836e-195
"6127",-15.1297286407611,4.8656392320985,-77654999.3062273,1
"6128",-15.3149435004674,4.87352743013112,-77670802.0527423,1
"6129",-14.1028441472942,6.05321722521955,12133.1100464912,0
"6130",-14.0384997209942,6.06103409540086,-77534536.9414771,1
"6132",-15.4323443158048,4.82868974278384,-77676257.7172683,1
"6134",-15.3765380233023,4.83633866008759,-77672500.7494627,1
"6137",-11.081869958043,8.73638534652847,832.81517841804,3.95938385701684e-183
"6138",-10.948354451905,9.42431123540289,276.560768655284,4.21774689086766e-62
"6139",-15.1959225930807,4.75422944924207,1567.3685532929,0
"6140",-14.2938354221638,5.76595634897614,-77570156.8655944,1
"6141",-15.435242752735,4.881652501631,-77677249.1336101,1
"6142",-14.6660024905148,5.71067010263735,285.153327716296,5.65760449428149e-64
"6144",-15.4965168707613,4.62809129442716,1059.37078079317,2.23647928642548e-232
"6145",-10.5043630622072,9.09042115692449,153.147350835845,3.5568839489563e-35
"6147",-15.1033963750451,4.93166846032229,-77655231.9344728,1
"6151",-9.6524899627909,10.1507066637677,551.152987929489,7.06592259277082e-122
"6167",-14.8393043884845,5.22823610294326,-77632193.4241673,1
"6168",-15.1395163532018,5.10690110555584,-77657031.677373,1
"6170",-14.380807638928,5.79447210480305,5482.27045827671,0
"6173",-15.1688396063766,4.79357795167876,-77657888.0370165,1
"6180",-14.1583044243796,5.68511669413592,24180.0634858302,0
"6182",-14.66533151456,5.37935290867321,-77614651.2963246,1
"6183",-11.792031322561,8.12439428934218,1377.64747780496,1.51254229612865e-301
"6185",-21.7352970868541,6.27007987538274,37.2497482537518,1.03928407796247e-09
"6186",-9.85184812523678,10.3308297015684,628.826917537073,8.99407288074922e-139
"6187",-14.7308375086533,5.63050311329691,703.544439573693,5.06926782549595e-155
"6188",-13.4585705551428,6.83828935677074,775.422028021361,1.19085464714446e-170
"6194",-14.4563088996803,5.7778656653896,1477.94911420573,2.47032822920623e-323
"6196",-15.1169473484089,5.03621956636223,-77655021.7811022,1
"6197",-10.5135623613628,9.0055132844146,249.787121721717,2.88967593588765e-56
"6198",-14.826426945688,4.85333302142574,432.899866879651,3.79959354506907e-96
"6199",-11.1800335123035,8.7103496186257,1157.52429096499,1.03894965098287e-253
"6200",-15.190966580933,4.94857052265253,-77662193.2603518,1
"6201",-9.79894709933636,9.9704559706084,658.007424391438,4.05200905066138e-145
"6203",-15.5382100975941,4.61988743898786,-77682064.8055735,1
"6204",-14.7402379595303,5.29277985545675,-77623826.2761466,1
"6205",-14.2322342720869,5.6042469974641,-77561823.2941842,1
"6207",-14.2420743212845,5.70146455585337,-77567428.578997,1
"6209",-14.8068986051483,5.22600694301267,-77629939.1190892,1
"6212",-15.0931914743477,5.08451602694795,-77654210.835472,1
"6216",-15.5020133829621,4.70386457272318,2175.41686901573,0
"6221",-12.2801297910126,8.70305178104153,10.0706451109337,0.0015065027518181
"6224",-15.0719281751162,5.17863978668288,-77654085.278121,1
"6226",-15.2950289499299,4.98216000794693,-77670691.0195232,1
"6232",-14.9593849618028,5.02606521632064,334.324406540494,1.09886441458042e-74
"6235",-14.9435041131733,4.98955244609053,-77641778.5345077,1
"6236",-15.3043642889555,4.8679510420916,-77669294.8642422,1
"6239",-15.1493843901608,4.97093625722411,-77658348.5896215,1
"6244",-15.3750634311919,4.6768584692194,2260.60521410162,0
"6252",-7.18712348248751,12.3479974664741,230.912666769842,3.76970060909042e-52
"6253",-15.3022557113549,4.96254682781339,-77668938.3712714,1
"6254",-14.7663488027438,5.19851916295445,-77625029.5511115,1
"6256",-13.9706011456459,6.41218078609206,1621.42146160232,0
"6261",-14.6178333003537,5.53148338567413,809.495798424985,4.65070421235508e-178
"6263",-14.2364491738287,5.77787279344179,-77567297.8127558,1
"6265",-14.9387217500501,5.23286284735015,-77643096.0387222,1
"6266",-15.6084930999147,4.68962337186341,-77685510.3837182,1
"6270",-14.88553722737,5.48636863378577,-77639546.0739401,1
"6271",-14.4329978031029,5.9639559410194,1598.63306611258,0
"6273",-14.1840955483326,6.07805365047732,2063.94302455109,0
"6274",-15.7703348003326,4.79626812802942,898.411256231432,2.17367631761835e-197
"6277",-13.3441501592389,6.7162772359806,1530.61666938845,0
"6278",-14.3939552993368,5.77131179195337,1067.77474659155,3.33391311865215e-234
"6284",-14.6626044658958,5.62924567527856,-77620483.5906429,1
"6285",-8.18966465589708,11.7712811402912,537.25876459569,7.44363848752645e-119
"6292",-15.4043090827293,5.07518408603904,2488.66483758218,0
"6301",-14.980958385085,5.0119745242961,-77642790.2231859,1
"6303",-13.7411985497387,6.05062399874097,1221.71984570408,1.16146408016527e-267
"6305",-14.331951271731,5.76565788809148,-77581273.7129576,1
"6306",-14.8384908500288,5.25251625176793,-77634465.8932256,1
"6307",-12.8595477995925,7.08916473108825,2917.73039519203,0
"6309",-15.67299254918,4.63670946116066,-77689813.2448752,1
"6310",-12.2693415630709,7.20601283063992,429.911783903625,1.698588866965e-95
"6314",-14.8985429267108,5.31395512601483,-77637977.2280634,1
"6315",-15.5588162321739,4.63544803801307,-77683390.2077163,1
"6318",-14.9956185238726,5.17510682822096,-77647642.1554752,1
"6320",-15.3664645045045,4.7475594115974,-77671622.3113483,1
"6322",-14.5564242607056,5.68720043647377,6573.56150065576,0
"6323",-14.6413677287279,5.27307492920141,-77613909.8374457,1
"6327",-14.5237172261431,5.53062598636232,-77604251.7876297,1
"6328",-13.9630466352769,5.94854057154626,11115.2390668427,0
"6329",-14.2944077911238,5.69739145822325,-77573315.8809296,1
"6332",-14.6632483944584,5.36217379173004,-77615441.2714442,1
"6337",-12.9127763864013,6.98207082062877,5135.37350730139,0
"6339",-11.5085085162091,8.55769234856404,1533.68433039321,0
"6340",-13.7240369563864,6.41265360764516,1448.32961930484,6.61342143245622e-317
"6341",-15.2898045840171,4.69218407395855,-77667343.7390351,1
"6351",-13.1477034771866,6.74173437726616,3113.47806713783,0
"6353",-12.3689507367966,8.23679876763805,84.8611676441877,3.20067889679816e-20
"6356",-15.3992828251771,4.67554015307464,-77673284.412211,1
"6358",-15.2671382637619,4.99167816250195,-77666111.2906189,1
"6359",-13.7947787465861,6.18175492296792,6455.03407546813,0
"6360",-14.9738417730749,5.26962071374772,-77645049.8021711,1
"6362",-13.2906930600846,6.54237650849383,4449.70704809322,0
"6363",-14.8278076154633,5.17681170806822,-77630793.005441,1
"6365",-9.237432990452,10.6392178539553,526.502754182953,1.62853961542871e-116
"6367",-12.7011164999253,7.23052330423527,725.189672818883,9.95819937833278e-160
"6368",-13.8381194526716,6.14359364503941,-77506522.0807467,1
"6371",-15.734457891023,4.71199249307022,-77692973.1760235,1
"6376",-12.7715486384708,7.23179409214537,1648.99337523619,0
"6377",-14.1966798262585,5.87243458129307,-77561936.5420352,1
"6378",-13.8364772520046,6.09787435203916,2596.55079787642,0
"6380",-15.1439611539765,5.11521166137058,-77661282.2752331,1
"6383",-13.82869876381,6.1877006088311,-77501564.2291743,1
"6388",-14.3141881703865,5.45951666970492,469.391530597176,4.34686637359671e-104
"6389",-14.8127708152583,5.24258057952208,-77631606.5964246,1
"6390",-14.6355133691935,5.47060714597814,-77612798.3885112,1
"6393",-14.7576992544891,6.00805703825896,269.890290789641,1.19900201917001e-60
"6394",-14.14686425465,5.4147960150015,519.693211784754,4.93500692862991e-115
"6395",-12.9968371532457,6.7141030760995,2042.89468469454,0
"6398",-14.4254047310279,5.65515790372375,-77588754.3425023,1
"6399",-14.6266577749128,5.36885936079979,-77611071.410089,1
"6401",-15.4769716854009,4.50787153861485,1322.4674079317,1.48173627517008e-289
"6405",-14.2466295109597,5.6771858211552,-77568527.3221843,1
"6406",-11.4693351438243,8.45368856689616,1416.20700744651,6.31867892417212e-310
"6411",-15.0740620564491,5.09715056701761,-77651957.8462473,1
"6414",-15.5139926096659,4.68983515096682,-77682745.7568006,1
"6423",-14.2209493394505,5.68986617355114,-77565438.2019774,1
"6426",-15.193449079905,4.69247748647364,-77659267.5461607,1
"6427",-15.4053495651771,4.85113260147647,-77673828.2128417,1
"6428",-14.6777427620424,5.33636713105811,-77614468.8829747,1
"6429",-15.3244805998994,4.95419457807615,-77669879.2832739,1
"6433",-13.8565730422068,6.14225003856036,-77503277.1628478,1
"6436",-15.0708675373128,5.04895759726212,-77652000.2928309,1
"6437",-15.1537503789895,4.91258219253315,-77657693.2660377,1
"6447",-13.7460221661119,6.24095141474032,3165.3492556346,0
"6448",-15.2957044038029,4.8467253523609,2444.16819759261,0
"6449",-14.7041660116181,5.40042163046659,-77621224.9404202,1
"6450",-13.9641262709657,6.40994302826797,1365.60798767364,6.25104823070867e-299
"6453",-15.0121607999129,5.02079566142464,-77647085.3318414,1
"6458",-14.2087614589787,5.82063813074073,647.868327130249,6.49694476175331e-143
"6462",-14.2353104315989,5.74313170192408,2578.73032752762,0
"6463",-15.0608950133206,4.93088137990282,1060.24643684334,1.4429108735529e-232
"6468",-14.6517665525382,5.6130423257262,3223.49460887388,0
"6469",-14.8255944729754,5.21956532023787,-77633158.531581,1
"6474",-15.3553741686778,4.80335399336425,-77671159.4603188,1
"6475",-15.3721713937339,4.70512197144792,-77671851.7100744,1
"6483",-14.0138481901316,5.84777293716292,-77532738.8785468,1
"6484",-14.9154048389992,5.24035021882917,464.363266409649,5.39981359262622e-103
"6486",-13.8445667960659,5.93807609177374,1585.37077296382,0
"6487",-14.1392418314178,6.10946153149364,1731.65355887485,0
"6488",-15.0887783909417,5.01023944717052,-77653136.9505993,1
"6490",-14.6907045635209,5.72569517801156,1663.28203404166,0
"6491",-12.9280222116951,6.68788145773799,392.622766527743,2.22281160391565e-87
"6493",-15.0323414923623,4.80541833602609,-77648071.96803,1
"6494",-13.1677191388774,6.55454834581646,3033.1014242265,0
"6498",-14.185839406675,6.15309686331782,5474.02399211341,0
"6499",-13.8840732049564,6.15302666982688,12053.8991905156,0
"6502",-14.7418549309993,5.33416054119537,-77625782.8548129,1
"6505",-13.1762137567949,6.71291149089545,972.682566531873,1.55658736759884e-213
"6509",-15.0603358584797,5.10140372046174,-77652548.3202899,1
"6514",-16.6873238898077,4.31207159186982,524.187617866235,5.19370318990565e-116
"6516",-15.466230126181,4.94393517122031,-77681178.7680244,1
"6518",-14.762090708462,5.26355938547279,-77627792.5982731,1
"6519",-15.0894983138873,5.17866308378065,15560.642799315,0
"6526",-14.981667051516,5.10401125825091,-77646205.9776044,1
"6527",-15.4723886474543,4.72106919268944,-77679377.5409502,1
"6534",-10.9377566454947,8.38485892979905,168.519129772355,1.55815771716526e-38
"6541",-11.5095869847419,8.37382583510769,1988.62430668535,0
"6545",-14.6575533045354,5.2454576955443,1574.83386002137,0
"6548",-15.3398367915996,4.90830555747148,-77670784.2522596,1
"6555",-14.7591443819908,5.31158811976537,-77628273.5618271,1
"6561",-14.9527776868125,5.05290717833694,-77642719.1106246,1
"6562",-14.2213797218807,5.87934764839653,-77562052.9915344,1
"6563",-12.9117960543717,7.09736488906934,4993.65953558922,0
"6575",-15.7272149685808,4.54786079766451,-77690424.8323991,1
"6576",-14.1906626893074,5.85751678865986,-77560224.5795489,1
"6577",-15.1684711438942,4.80413743798484,-77657108.149305,1
"6578",-15.405182570679,4.83885513735178,-77675392.6004295,1
"6579",-15.4659107926536,4.80211152078362,-77679164.4418146,1
"6581",-14.6202578589232,5.63091047507106,1338.58529097338,4.65790347837063e-293
"6583",-15.6072643665771,4.83009038295295,2237.7846761771,0
"6588",-14.753049472168,5.24475160570042,-77624476.529897,1
"6590",-10.8581697489152,8.49758745773719,7.66266391014432,0.00563752056415358
"6591",-15.2204274072473,4.88047566578918,-77662087.3733283,1
"6592",-13.8087777156168,6.27974712708436,8005.30547427909,0
"6599",-14.6324436367955,5.47536995631039,21288.4538918808,0
"6600",-13.5921758073063,6.44978736562351,3829.30554541318,0
"6611",-14.0507087890213,6.06780887935009,-77540892.0947148,1
"6612",-12.5965227669358,7.32085499062747,2594.72150096802,0
"6613",-14.9439719925451,5.2583024545255,-77642519.8837724,1
"6614",-15.2975087920281,4.61661158440965,668.51339595432,2.10328586507458e-147
"6617",-14.0150763827062,5.89654612874215,-77531388.2258715,1
"6620",-13.4957238208462,6.44926269362794,17383.4682344221,0
"6621",-14.7867702370663,5.31874494986475,-77628401.6065332,1
"6622",-14.5080921885447,5.66735563650528,7095.21790413106,0
"6625",-12.7352866581378,7.07511931925584,2668.08700480102,0
"6626",-14.2663018367867,5.76905248659533,-77572664.7536147,1
"6628",-14.3165517479045,5.70154001108033,-77577059.3740285,1
"6630",-14.3218608247906,5.61385111825364,-77576045.9617175,1
"6631",-15.1745686388396,4.98976601060329,-77660315.464398,1
"6632",-12.3976226263528,7.61777679618188,3091.08735667123,0
"6634",-15.0027364187693,5.0601962024725,-77647883.4397008,1
"6638",-15.3301759180626,4.87410179262215,-77669497.2097235,1
"6645",-13.4297401895977,6.42038757110575,31.1415848031021,2.39877014821547e-08
"6646",-14.0485783258932,5.72765708181772,1021.34167343112,4.1248095097922e-224
"6647",-14.8559638149711,5.35309833256119,-77634356.6803203,1
"6648",-13.555294260356,6.34027835492762,4423.2072887461,0
"6649",-14.0918913150984,5.85420705262032,1069.24404401777,1.59809412462422e-234
"6650",-9.05079110634179,10.815361861588,1178.53148172084,2.82515389871984e-258
"6652",-13.7060510513182,6.28144889473184,17624.7509892667,0
"6653",-12.9746130958247,7.00223164188506,5035.64200958089,0
"6654",-14.5496277413089,5.73022413131342,2739.31953514582,0
"6655",-15.5448552453415,4.67918205767428,-77683220.2969162,1
"6656",-10.591947893189,9.35059285418748,430.704745192646,1.14156488744655e-95
"6657",-14.1137103443265,6.03796907353314,3083.63698764054,0
"6662",-13.2524405464155,6.48829489772878,1396.57146983399,1.1680369867103e-305
"6665",-8.61164985600712,11.3112575143937,487.827388509175,4.23203987041232e-108
"6666",-13.5977205715032,6.52876568646106,7042.63967022767,0
"6667",-14.323442616057,5.90916185146181,-77579978.3110474,1
"6675",-15.0436892856542,4.657969386873,1392.17505345074,1.0539256239892e-304
"6676",-12.85549922837,7.08880681060878,5789.18312354808,0
"6677",-14.6150606508489,5.54034910902309,-77613111.6113492,1
"6678",-15.9744714901951,4.71046424945467,-77704832.3067393,1
"6680",-15.6256126178687,4.64512895071051,-77690729.2483458,1
"6682",-15.47333823679,4.64352665645212,-77677917.3000331,1
"6684",-14.0983677047861,6.08365144480041,761.130043811361,1.5252916064204e-167
"6687",-13.6739872749112,6.47141613506295,5981.96265342633,0
"6690",-15.600787366446,4.76996045718867,-77687665.8492645,1
"6696",-14.2587901682735,5.63800915283538,768.385991301674,4.03356415480684e-169
"6698",-11.9381908828237,8.00216616534658,753.397033116775,7.32430596670427e-166
"6701",-15.0617708185754,4.95614713203596,-77650340.1810113,1
"6704",-13.1096045600463,6.66359803392542,2620.55159255092,0
"6708",-13.4230532699358,6.48773860971996,1396.960448871,9.61458369860359e-306
"6709",-15.1935219113628,4.93692726397181,-77660719.6946048,1
"6710",-15.2192105546113,4.80317501282346,-77662464.5816857,1
"6717",-14.5692548404866,5.60503948687151,580.866843636905,2.42954437941568e-128
"6720",-14.9422253245426,5.14003491810996,-77640796.3772125,1
"6726",-14.9815495520228,5.0720631872938,-77644391.6618135,1
"6727",-15.0826492781734,4.82839489822271,-77650709.9406396,1
"6728",-14.2317577151072,5.77659415537853,30054.1579219957,0
"6731",-15.3838715656185,5.01935372009076,-77674008.7112495,1
"6732",-14.4301353808675,5.62559088286984,37468.3777874337,0
"6733",-11.3126449311824,8.57741517798162,1185.1306394031,1.03954370236969e-259
"6735",-6.90806418183718,12.8324271463814,767.083449229088,7.74283216767215e-169
"6736",-14.4015770017823,5.50142641611895,-77586697.9165337,1
"6737",-14.9262928385382,5.18127405489335,-77640924.7980713,1
"6743",-15.561511143819,4.73558675739432,-77684803.4682787,1
"6744",-12.2490037399871,7.65422772013259,2876.28674076748,0
"6745",-15.0912236749231,5.07840701078843,-77653803.174805,1
"6747",-15.0335393956866,5.09956815447901,2338.9700156548,0
"6757",-9.10067158713681,11.0339660654791,315.858461406731,1.15620842347465e-70
"6758",-14.1987023891506,5.71705882339107,-77558591.5342795,1
"6760",-15.9213374026818,4.45453841568469,858.760386449954,9.05839480555833e-189
"6764",-14.5100306340479,5.12887606769805,392.9338927731,1.901828312652e-87
"6766",-14.1383348062237,5.7536352029052,-77553199.8562502,1
"6768",-15.0433937174313,4.82484946027229,-77648568.6929497,1
"6769",-21.7352970868541,5.46404584709767,58.6768533361014,1.85814679722453e-14
"6773",-14.8202194846114,5.31458172915419,-77631371.6336808,1
"6774",-14.7494931376094,5.13097647110306,-77621911.9522816,1
"6776",-13.9539624832657,5.99694484827736,-77523405.7895309,1
"6779",-13.5231931703162,6.34514442627017,3448.43628542149,0
"6786",-14.6303187048625,5.58973893577445,49233.2472687525,0
"6787",-15.4633769925232,4.82753109117867,-77679264.9645582,1
"6789",-15.0309332043008,5.01625698770329,-77646412.3216507,1
"6795",-13.4586525939472,6.32623288901552,212.488851063748,3.93444887294771e-48
"6797",-14.1581756268822,5.78480511659087,5581.98852047594,0
"6798",-14.1231457010497,5.91398175082342,7267.55818663368,0
"6799",-14.6078142407877,5.8016049481866,113.558064666503,1.62842201331759e-26
"6808",-15.8167675918523,4.9370327441634,-77700058.5252232,1
"6812",-13.7965261710719,6.15869959452586,-77495027.0580503,1
"6814",-14.7440633804517,5.39739080476973,2185.05437409441,0
"6815",-12.8148456111006,7.82720115860789,103.143285432478,3.11764469973227e-24
"6816",-13.4365464121463,6.2964655684528,3697.04474891526,0
"6817",-14.3201073675922,5.56096946756742,325.886825418477,7.56239007785688e-73
"6819",-13.358872524986,6.55365188589949,1188.53923529331,1.88822158035281e-260
"6820",-15.5438010317043,4.76871822949053,-77683691.8955691,1
"6822",-15.5229554080825,5.10901114241462,647.38199451216,8.2885302537523e-143
"6823",-12.2820816304923,7.13019399583222,319.535489829665,1.82844473533534e-71
"6827",-12.9473240288535,7.02609105007028,900.00718125444,9.7782157530518e-198
"6829",-14.6268417363063,5.54266924971373,-77612267.1634178,1
"6830",-15.2418657894881,4.86114665017651,-77664034.6546001,1
"6831",-9.64101647775686,10.3602220917985,614.490770126036,1.18032920711702e-135
"6833",-14.1446417498464,5.90598569317606,-77551564.2968819,1
"6835",-14.1520177677364,5.84142242466693,-77551537.2108265,1
"6837",-15.4796188334606,4.60316275825037,-77677152.6054542,1
"6843",-15.1007903140944,4.9754240519086,-77655126.8260934,1
"6845",-13.3920193427492,6.46605433841093,9075.72720176141,0
"6852",-15.2717706438896,4.86287954265795,-77664516.7567939,1
"6853",-14.7893577685601,5.58020183146401,1376.59301803301,2.56357830131339e-301
"6854",-13.4674973864882,6.38624245025183,15386.6217376352,0
"6857",-14.8340379186874,5.15696771575951,-77631503.6202817,1
"6858",-13.3366183124522,6.64064266852611,7209.3618551442,0
"6861",-14.3593701946268,5.81420897752774,5124.05853404577,0
"6864",-15.8865037508296,4.44794013807019,244.805850363055,3.52255607864338e-55
"6866",-12.9870999779758,6.91921003639008,1285.53277283749,1.57458653291714e-281
"6872",-15.7905810387303,4.65604582510826,-77696061.2973838,1
"6874",-15.1540841663113,4.97955891935954,-77657396.5228404,1
"6876",-13.754742879917,6.19480207533341,12195.5005831232,0
"6879",-11.0194460895592,8.79592501133498,623.054812688602,1.61938134295367e-137
"6881",-9.17671913481118,9.71981758042446,6.1762529412846,0.0129476187629151
"6882",-15.0843143542612,5.14422455215711,-77653569.0051646,1
"6884",-15.730357662167,4.61669067289882,-77692204.495166,1
"6885",-14.8790555381284,5.23177685138062,-77636235.8054031,1
"6887",-15.4605783552446,4.76543309514287,-77677893.3638201,1
"6889",-14.4853086105928,5.63570807361551,4806.50838103061,0
"6893",-12.8376364928518,7.08371943986528,848.3884475724,1.62900207449919e-186
"6894",-15.7617821213437,4.48968656694346,-77692339.7008297,1
"6904",-13.9533486429399,6.16036883349733,7701.47747545946,0
"6907",-14.2264863611877,5.73970700287465,-77562827.5805919,1
"6909",-14.5270929672547,5.67996614801499,-77600399.4870732,1
"6910",-11.0016357011693,9.07584450047951,667.066698422003,4.34023964304677e-147
"6912",-15.3769902657008,4.65654276418725,-77672050.4679443,1
"6913",-15.0019882734032,5.45497261102401,461.963066637854,1.79761225121168e-102
"6914",-11.8462515586236,7.97292518871403,938.206657995756,4.85670705284684e-206
"6917",-15.4284271897932,4.77281419539307,-77676563.7302016,1
"6919",-15.2393196540402,4.91530326864139,-77665284.5735285,1
"6920",-12.1868730860702,7.31805193859619,263.551714365705,2.88633681906541e-59
"6921",-15.445932578493,4.75652693742575,-77677397.6621684,1
"6922",-14.9641239121162,4.99200846307309,-77642891.157719,1
"6924",-15.4583268885936,4.89508902990014,-77678786.9542751,1
"6925",-8.32330378627404,11.6875296367572,614.847076982305,9.87430721206309e-136
"6932",-14.0743193569155,6.088322378479,20433.5185645793,0
"6934",-21.0596490950982,3.82533681387027,45.4674538512797,1.55196359765035e-11
"6935",-13.3420310791422,6.63642402055063,4425.31549644346,0
"6939",-11.8965542336519,7.90841233281225,1622.55779685035,0
"6942",-8.98514232317176,11.1418664016585,239.212169236784,5.8410234374978e-54
"6943",-13.8336198528332,6.43094370105851,3636.16640436717,0
"6947",-15.4883664812023,4.63384031525148,-77678573.7089539,1
"6950",-14.7496883107243,5.34173139999822,1711.8053479225,0
"6952",-14.8134287435471,5.44014556813987,3656.10453826283,0
"6953",-13.9381416608593,5.59437505078346,185.531021242813,3.00519277239807e-42
"6956",-15.2015300922094,4.96609786565448,-77661488.6658727,1
"6957",-15.9295045728312,4.95990180856248,10127.471124438,0
"6959",-14.7570410699525,5.34025722509807,-77627257.3482551,1
"6962",-14.4901237891503,5.50163636367739,-77598259.7209315,1
"6967",-14.4181756335713,5.78881150816509,638.855090760213,5.92845317161148e-141
"6968",-15.0692324708451,5.09702497823428,-77653091.3033036,1
"6969",-10.784508058523,8.94241072092973,1084.02932186209,9.77335071455825e-238
"6971",-14.2688636830142,5.88825353135975,-77572773.8851425,1
"6974",-15.3462566151384,4.65880768128917,-77669272.6023534,1
"6979",-14.0012315895792,6.25165915373848,16014.9253837031,0
"6980",-14.3689889413073,5.66675241287372,-77583295.1051586,1
"6982",-11.9235806526394,7.96348974896177,1296.56408211026,6.3080569635343e-284
"6985",-7.77304757931023,12.3826775343289,161.641066269777,4.95571360053246e-37
"6986",-15.0238895860264,4.93822740448487,-77647029.6382999,1
"6992",-13.7302083599008,6.09663893069742,4263.12635084163,0
"6995",-13.6183511342521,6.25534757198607,6354.26784675475,0
"6997",-14.284728441173,5.91569278654128,13359.0267556535,0
"6999",-14.0931819532796,6.24024130649978,25.4757218390183,4.47984921095572e-07
"7000",-14.2720339518168,5.66888655240158,-77571329.7581044,1
"7004",-13.6669093426885,5.81382330849666,308.569177750457,4.47632878012918e-69
"7007",-13.1967967633341,6.78023275491165,8193.56186790402,0
"7009",-15.6374082207125,4.79713473407342,-77688663.7852828,1
"7011",-13.1218655480304,7.19567392717645,584.448050416827,4.04152755375751e-129
"7017",-14.9814678810126,5.15032126102493,-77646514.7975323,1
"7023",-14.5664529792178,5.61795373730322,381.886375354563,4.83359579072124e-85
"7029",-14.2398251292063,5.58100210379707,-77568355.5092058,1
"7033",-14.6745438643087,4.93377260453682,525.658513118199,2.48582244850938e-116
"7034",-15.1997182955395,4.84298274927077,-77660091.6545832,1
"7040",-15.4240234847089,4.81264033641826,-77676964.5411017,1
"7041",-15.5955354306567,4.81761278564399,-77688821.7551235,1
"7045",-9.88330351696759,10.0598085892412,972.100630209354,2.08290305155604e-213
"7046",-14.3299098705246,5.66530956189295,-77578156.6549632,1
"7048",-14.3978661537199,5.72555880797798,8066.95592763077,0
"7049",-15.3790783001063,4.79655524148098,-77675409.1322663,1
"7052",-14.2865684108256,5.77077883384905,1881.94191509903,0
